Time,U1,U2,e1,e2,e3,e4,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10
0.022,0,0,0.117867809,0,0,0.117162741,0.012282146,0,0.01398727,0.013517916,0.013113864,0,0.013864382,0.013723464,0,0.012807379
0.023,0,0,0.110909478,0,0.107820342,0,0,0.013173615,0.012836173,0.013135957,0,0.012374615,0,0,0.013119516,0.012714797
0.024,0,0,0,0,0,0,0,0,0.012267057,0,0.012838405,0.013946082,0,0.012340793,0.012382199,0.012722227
0.025,0,0,0,0.105927514,0.115672827,0,0.012631959,0.01355514,0.012065975,0.01341371,0,0.01205991,0.012486243,0,0,0.012805837
0.026,0.011543013,0.0112496,0.107878884,0.103073448,0,0.109126404,0,0.013343227,0.013764905,0.012668375,0.01248158,0.01358463,0.012008526,0,0,0.013576944
0.027,0,0,0.11600861,0,0,0.109226497,0.013227737,0.01212954,0.013351355,0.012077228,0,0.012871291,0,0,0.012549482,0
0.028,0,0,0,0,0,0,0,0,0.01343798,0,0.012677432,0,0.0129694,0.012448883,0.012786442,0
0.029,0,0,0.102700124,0.117721296,0.103568921,0.100136184,0.013415107,0.012151606,0.012922706,0.012654262,0.013319161,0.012799346,0.012562756,0.013540075,0.012235369,0.013892722
0.03,0,0.010650567,0,0.100659586,0,0.113561262,0.013714497,0.013100439,0,0.013333535,0.012646952,0.012641313,0,0.01379226,0,0.013354797
0.031,0,0,0.111348351,0,0,0,0.012680029,0.01306514,0.012313738,0.012409204,0,0.013213264,0,0,0.012159351,0
0.032,0,0,0.107309555,0,0,0.108844284,0.013822563,0.012515555,0.012430039,0,0.013471873,0.012109378,0,0.013647326,0,0
0.033,0,0,0.104601661,0.11818283,0.100777683,0,0,0.012212311,0.012264419,0,0.013713616,0.013704975,0.013306722,0.01317898,0.013420895,0.013287583
0.034,0,0,0,0,0,0,0.013317054,0.013544641,0.012593955,0.01239766,0,0.013794097,0,0,0,0.012395798
0.035,0.011352629,0,0,0.100163445,0,0,0.01374269,0,0,0.013401887,0.012347504,0.013040858,0.012206414,0.012106322,0.012759005,0.013855037
0.036,0,0,0.115738027,0.109240306,0.104284453,0.118937536,0.013770711,0,0.013663337,0,0.013727443,0.012361691,0,0.012762307,0.012105309,0.013273026
0.037,0,0,0.112790807,0,0.109208367,0.102890758,0,0,0.013366115,0.012739917,0.012319581,0.012824772,0.012099567,0.012394436,0.013748054,0.012349805
0.038,0,0.010421153,0.113888033,0.100761786,0.104198536,0,0.013968,0.012258545,0.012660626,0.013343092,0.012137013,0.013176362,0.01226987,0.013212276,0.013174367,0.012160909
0.039,0,0,0,0.101483475,0,0,0,0.012121368,0,0.012828498,0,0.013732541,0,0.012220183,0.012091851,0.013059322
0.04,0,0,0.103067818,0.105710458,0.103921571,0.102007582,0.012623978,0.012756219,0.012326856,0.012313452,0,0.013339734,0.013020013,0.013625995,0,0.012568884
0.041,0.011058042,0,0,0,0,0.102923163,0.013099613,0.012913355,0,0.013197133,0.012597281,0.012628714,0.012255969,0.012048985,0.01309612,0
0.042,0,0,0.107933253,0,0,0.10721513,0.012536789,0,0.013351068,0.012992027,0.012033312,0.01391383,0.012416557,0,0,0.013552788
0.043,0,0,0,0.100094345,0,0.10943582,0.012467553,0,0.013422647,0,0,0.013838583,0,0,0.012944892,0.01224222
0.044,0,0,0,0,0.10697526,0,0.012428732,0,0.012051657,0.013722054,0.013353226,0,0.012625287,0.013741088,0.013268271,0.012633842
0.045,0,0.010359369,0,0.116420396,0.108095999,0.114807937,0.013903527,0,0.012223261,0.013110146,0.012910455,0.013176097,0,0.012659184,0,0
0.046,0,0,0,0,0.106497293,0,0,0.012550154,0.013605852,0.012898316,0,0,0.012675193,0,0,0.013428204
0.047,0.011197104,0,0.11177701,0,0,0.114375013,0.012318929,0.013512813,0.01368151,0.012151207,0.012078647,0.012672826,0.012036542,0.0120887,0.012545964,0.012919281
0.048,0,0,0,0,0.102555816,0,0.012987233,0.012375662,0.013642338,0,0,0,0.012392376,0.01281129,0.013553542,0.013527294
0.049,0,0,0.105556826,0.105840859,0,0,0.01228378,0.012467945,0,0.0130466,0.013233004,0.012958764,0.012914774,0.012722042,0.013848711,0.013229717
0.05,0,0,0,0,0,0.119103967,0.013041173,0,0.013712523,0.013241187,0.01222901,0.013654006,0.01288955,0.013529097,0.013346707,0.012483718
0.051,0,0,0.117248115,0.103790148,0,0.107262137,0,0.013955348,0,0.013391326,0,0.013463377,0.012765164,0.012386398,0.013613248,0
0.052,0,0,0.109041355,0.112511383,0,0,0,0.013439685,0,0.013994523,0,0.012452521,0,0.013422859,0,0
0.053,0,0,0.114984482,0.113167846,0,0.106252795,0.0129709,0.013898683,0,0.013444721,0.013370464,0.012409509,0.013166141,0.013492198,0.012454416,0.013263377
0.054,0,0,0,0,0.113003629,0.109950829,0.013970118,0,0,0,0,0.012000143,0,0.013974468,0.013873725,0.012708522
0.055,0,0,0,0,0.107293826,0.11687754,0,0.013631735,0.01221976,0.013467299,0,0.013062962,0,0.01340729,0.01285479,0
0.056,0,0,0.107603894,0,0,0,0.01237163,0.012805363,0.013940527,0.013732654,0.013335542,0.012635292,0.012960354,0.01240804,0.01286409,0.012967727
0.057,0,0,0,0.104908318,0.118002111,0.10952407,0.013744404,0,0.01239814,0.013768629,0.012956312,0.013510986,0.012447011,0,0,0.012921956
0.058,0,0,0.115886915,0,0.113731623,0,0.013977113,0,0.01231757,0,0,0,0.013884643,0.013053835,0.012807257,0.012222733
0.059,0,0.010692374,0.108599855,0.107961597,0,0.103389743,0.01297075,0.013001975,0.012589236,0.012621876,0.012273859,0,0.013008523,0.013389155,0.012196984,0.013511018
0.06,0,0,0.116879866,0.101991421,0.114727409,0,0,0.013831419,0.013884644,0.013794023,0,0.012925662,0,0.013175021,0.012313195,0.012407962
0.061,0,0,0,0.107025031,0,0,0.013517795,0,0.012009823,0,0.012332056,0.01384789,0,0.013161636,0,0.012802858
0.062,0,0.010921021,0,0.115492926,0.115610439,0,0.013287999,0,0.013104643,0.01227397,0.013065677,0,0,0.012142895,0.013124325,0.013096273
0.063,0,0,0,0.113087797,0,0.103443624,0.013078341,0.012043457,0.013663386,0,0,0.012012424,0,0.013896518,0.013449027,0
0.064,0,0,0.100245958,0,0,0,0.012765311,0.012845329,0,0,0.013003688,0,0.01214908,0.01371374,0.0133678,0.012224427
0.065,0.011928032,0,0,0.103038234,0.107813269,0.118242514,0.013238299,0.013254339,0.012850413,0.012015884,0.013425148,0.013454581,0.013282422,0,0.012843287,0
0.066,0.010399936,0,0,0,0.117398002,0.107842703,0,0.013909525,0.013606236,0,0.013648432,0.013736046,0,0,0,0
0.067,0,0,0,0,0,0,0.013613731,0.012171253,0.013432068,0.013952469,0.013237817,0.013433503,0.01353212,0,0.013443717,0
0.068,0,0,0.108514004,0.108015576,0,0,0.013321566,0,0,0,0,0.013789117,0.013724928,0,0,0
0.069,0,0,0.10495335,0,0.119735054,0,0.012391569,0.013245538,0.013947486,0.013340985,0.012499421,0.013462826,0,0.01248427,0.012890926,0
0.07,0,0,0.11658589,0,0,0.106911117,0.012938338,0.01226447,0.012284172,0.013795418,0.013502441,0,0.01310752,0.012642806,0.012528117,0.012592908
0.071,0,0,0.114838826,0,0.106564116,0.101185636,0.012346947,0,0.013503177,0.012601268,0.01235033,0.013706969,0.012904167,0,0.013476935,0.013915257
0.072,0,0,0.105311803,0.105120838,0,0.100419262,0,0.012371178,0,0.01262958,0.013165631,0,0.012579179,0,0.012298495,0.013041943
0.073,0,0,0,0,0.104147114,0.112181284,0.012393273,0.01367037,0.013881627,0,0.012253817,0,0.013914031,0,0,0.012842663
0.074,0,0,0.113882688,0,0,0,0,0.012505307,0.012747996,0,0.012983554,0.013140741,0.01373219,0,0.013660129,0
0.075,0,0,0.105666099,0,0.11961832,0,0.012641193,0.012643149,0.013699317,0.012939473,0,0,0.012594056,0.012401261,0.01237242,0.012818515
0.076,0,0,0,0,0.119283195,0.113372359,0.012674159,0.012499389,0.012483107,0,0,0.012740975,0,0.012879921,0,0.013454206
0.077,0.011157473,0,0.116157257,0.105697868,0,0.116962975,0,0.01274821,0.012353248,0.012294599,0,0.012425704,0.012823579,0,0.013560297,0.013615539
0.078,0.010691304,0,0,0.107533129,0,0.109306881,0.01207527,0,0,0,0.013347539,0,0.012804341,0.012520446,0,0.013562299
0.079,0.010323873,0,0.102137217,0.107959739,0,0,0,0,0.012569789,0.013514246,0,0,0.012453742,0,0.013653214,0.013344592
0.08,0.011357474,0,0,0,0,0,0,0.013049273,0.013377658,0.013245849,0.013263872,0,0,0,0.01200265,0.012269829
0.081,0,0,0.112988325,0.108621546,0.118753238,0,0,0,0.01276316,0.013486691,0.013635968,0,0,0,0.013866725,0.012276298
0.082,0,0,0,0,0.106644953,0,0.013147135,0,0.012421799,0.013900754,0.01390045,0,0.013687891,0,0.013610456,0.013575326
0.083,0,0,0.11647729,0.110005673,0,0.109281974,0.013010121,0,0,0.012722107,0.0124449,0.013277357,0.012380863,0,0.012909277,0
0.084,0,0,0,0,0.112228971,0,0.01204262,0.012312435,0.013517054,0,0,0.012935312,0,0.012549734,0.013613454,0.013061962
0.085,0,0,0.119986499,0.100099577,0,0,0.013934061,0.013171703,0.012776711,0.012499212,0.012541841,0.012958463,0.013160948,0.012362717,0.012142595,0.012495566
0.086,0,0,0,0,0.111832868,0.103136998,0,0.01390831,0.013109926,0.013735248,0.013321725,0.013655752,0,0,0.012828878,0.013748746
0.087,0,0,0.103029073,0.115170776,0.10446323,0,0,0,0.013371946,0.013495487,0.013406739,0.013756619,0.013161672,0.013675876,0.012350915,0.013978009
0.088,0,0,0.100451956,0,0.10697559,0.104496771,0.01217533,0,0.013418581,0.012048958,0.012281042,0.012149106,0.012123108,0.01366611,0.012794348,0.012776785
0.089,0,0.010956255,0,0,0,0.113122911,0,0.013718198,0.012636574,0.012968483,0.01393755,0.012625203,0.012032137,0.012634325,0.012794165,0.012979831
0.09,0,0,0,0.105783829,0.107836013,0.117692904,0.013344369,0.013137298,0.012942496,0,0.013611715,0.013176546,0.013881607,0.013131364,0,0.012611764
0.091,0,0,0,0,0,0,0.012389068,0.01321376,0.013964122,0.013003816,0,0.01388903,0.012715378,0,0,0
0.092,0.011374933,0,0,0,0.107855949,0.109191567,0,0.012919417,0.012416467,0.012777875,0,0.013001939,0.012179412,0,0,0.012057958
0.093,0,0,0,0,0.102888302,0,0.012837722,0.013256624,0.012664773,0.013164051,0.012681581,0.013277327,0.013398311,0.013223905,0,0.012469919
0.094,0,0,0,0.107975571,0.107765081,0.117694208,0,0.013430012,0.012749519,0,0.013578021,0.012473375,0.013467714,0.012082332,0.012115644,0
0.095,0,0,0,0.115839812,0.119631279,0,0,0.01249767,0.012431154,0,0.012272645,0,0.012767576,0.012494168,0.013056156,0.013015514
0.096,0,0,0.107142537,0.106984644,0,0,0.013608595,0,0.012950499,0.013933827,0,0.012245644,0,0.013192525,0.01394618,0
0.097,0,0,0.11915445,0,0,0,0.013276423,0,0.013154103,0.013989293,0.012571528,0.01252247,0,0.012977896,0.013293696,0
0.098,0,0,0.119969488,0,0,0.108476244,0.013139065,0.012143311,0,0.01358589,0.013499951,0.013847275,0.012259684,0.013029072,0.013520537,0.013342737
0.099,0,0,0,0,0,0.101425975,0.012957989,0.013421658,0,0.012756444,0.013849074,0,0.01295763,0.013491168,0.012113535,0.012011472
0.1,0,0,0.110488265,0,0,0,0.013870921,0.012203626,0.013058419,0,0.013128714,0.012394769,0,0.013829461,0.013819112,0.012828179
0.101,0,0,0.113909956,0,0.119409128,0,0,0,0,0.013199121,0.013468718,0,0.01230198,0,0,0.012635922
0.102,0,0,0.113336738,0,0,0.100420047,0.01348308,0.012908626,0.013077349,0.012046507,0.012912228,0.012748556,0.013228356,0.01306014,0,0.013948068
0.103,0,0,0,0,0.115931187,0,0.012496976,0.01247975,0.012591965,0,0.012109734,0.012036817,0.012268671,0.013720944,0.012848681,0
0.104,0,0,0,0.10932748,0,0.113514072,0.012628261,0.012324676,0.01387626,0,0.012988855,0,0.012565681,0.013687635,0.012849531,0.012660083
0.105,0,0,0.107669016,0.113252243,0.118652213,0.111099128,0,0.01305039,0,0.012855707,0.013761208,0.012086711,0,0.01341621,0.013294933,0
0.106,0,0,0.114067237,0,0,0,0,0.012012717,0,0,0.012355621,0.012269609,0,0,0,0
0.107,0,0,0.107701131,0,0.101040181,0.100254435,0,0,0,0.01343454,0,0.013032942,0.013414415,0.012538334,0.012496592,0.012981349
0.108,0,0,0.117424449,0,0,0,0,0.013626776,0.013131194,0,0.01228459,0,0.012776275,0,0.013535328,0
0.109,0,0,0.100571682,0,0.119799762,0,0.012406719,0,0.013835541,0,0.013112338,0,0.012387394,0,0,0.01236034
0.11,0,0,0.100354114,0.115737142,0,0,0.012019992,0.012850683,0.01364099,0,0.013491016,0.013012553,0.012271279,0,0.012494943,0
0.111,0,0,0.10659426,0.11943891,0,0.107350379,0,0.013225586,0.012623617,0.012786031,0.012075201,0,0,0,0.013040664,0
0.112,0,0,0.113579168,0.102464004,0,0.100106667,0.013105133,0.013177561,0.013565261,0.013872335,0.013751201,0,0.013612858,0.01276782,0,0.012398027
0.113,0,0,0.119356533,0.10177814,0.110748704,0,0.013547417,0.012656212,0.012288923,0.013242852,0.013316983,0.013506784,0,0.013206547,0.01377745,0.013584521
0.114,0,0,0,0,0.115401196,0,0.013280406,0.013715838,0.013712018,0.012068688,0.012762193,0.012268975,0,0.013976177,0.012413354,0
0.115,0,0.011989111,0,0.11761659,0.117295166,0.100777346,0,0.01355542,0.012992475,0.013229633,0.012536,0,0.013024927,0.012114564,0,0.013070379
0.116,0.011419252,0,0,0,0.114789627,0.115520029,0,0,0,0.013754014,0.012732162,0.01250281,0.013159118,0.013726607,0.013092406,0.013659911
0.117,0,0.010978097,0.119174774,0,0,0.118700136,0.01241254,0.012909152,0.013627471,0.013262362,0,0.013831404,0.013694994,0.012754666,0.013538305,0.012872094
0.118,0,0,0,0.118327095,0,0.102758272,0,0,0.01307806,0,0,0.012380208,0,0.012124677,0.013554114,0.012625937
0.119,0,0,0.101999099,0,0,0.10091285,0.013968817,0.013209703,0.013768786,0.013946191,0.012379127,0.013154818,0.01370872,0,0,0.012336364
0.12,0,0.011564541,0.103534605,0,0.117792926,0,0.012595209,0.012838825,0,0,0.013444217,0.013994741,0,0.012078719,0,0
0.121,0.01116614,0,0.107453079,0.111320596,0,0,0.01213972,0.013918399,0,0.012277234,0,0.013238526,0.013481175,0.013797916,0.012884707,0.012291119
0.122,0,0,0.11732712,0,0.117588654,0,0.013465424,0.012684253,0.013193139,0.013403942,0.013100037,0.012200264,0.012744671,0.012020877,0.013128736,0.013841356
0.123,0.010470859,0,0.105325719,0,0,0,0.013880339,0.013733852,0.012647762,0,0,0.013136353,0,0,0.013054655,0
0.124,0,0,0.111478591,0.118130461,0.119313998,0.119653461,0.013036709,0.012219921,0.013221986,0.013335132,0.013735832,0.012106897,0,0,0.012868417,0
0.125,0,0,0,0.117781765,0.110107957,0.116007616,0.012020333,0.012011707,0.013890327,0.012474592,0.012279962,0.012683328,0.012794708,0,0,0.013345471
0.126,0.011616626,0,0.106760365,0,0.108447677,0.112947908,0,0.013175062,0.012773866,0.013972445,0.012966919,0,0,0,0.013418883,0.012079757
0.127,0,0,0,0.104916667,0,0.116398397,0.012631237,0.012738375,0,0.012445765,0.012818018,0.013834263,0,0.013759054,0.01291691,0.013619806
0.128,0,0,0.113086605,0,0.11820083,0,0.012653943,0.013030106,0,0.01279445,0.01330501,0.013382868,0.013459,0,0,0
0.129,0,0,0,0.106874198,0,0,0.012911508,0,0,0,0.013852967,0.013351731,0.012221952,0.012599106,0.013977591,0.013584564
0.13,0,0,0,0,0.106822994,0,0.013542576,0,0.012863289,0.013695841,0.013522776,0.012975035,0.012873803,0.012479117,0.012104041,0.013176224
0.131,0,0,0,0.114084687,0,0,0,0.013943311,0.013380738,0.012555933,0.012680001,0.013631806,0.012066529,0.012887783,0.013349613,0.012127356
0.132,0,0,0,0.113313694,0.112189583,0,0,0,0.01330256,0.013750452,0,0.012796235,0,0.012434611,0.0132959,0.01242716
0.133,0,0,0,0.1104835,0.117777338,0.102311972,0,0.013305765,0.013438034,0,0,0.013555113,0.012348227,0.012939015,0.012516172,0.013320213
0.134,0,0,0,0,0,0,0,0.013768969,0.012758827,0.013107578,0.012798934,0.013585179,0.012968961,0.013056979,0.012873235,0.012370808
0.135,0,0,0,0,0,0,0.012408369,0.012514668,0,0.012346115,0.013404971,0,0.013930678,0.012225922,0.013979918,0.012524752
0.136,0,0,0,0,0.108957692,0.112392556,0.013865938,0.013668606,0.013290661,0.012775624,0.013840224,0.013046382,0.012413026,0,0.012686611,0.012816578
0.137,0,0,0,0.102678142,0.109160764,0,0,0.013876035,0.012639476,0.012249773,0.013572509,0.013535847,0.013975714,0,0.012184249,0.013270582
0.138,0,0,0,0.102147391,0.106461457,0.117403948,0.013171711,0,0.013999071,0.013441229,0.01237854,0.01290077,0.013147103,0,0,0
0.139,0,0,0,0,0,0,0.013346548,0,0.013154688,0.013987282,0.01399026,0,0.013046414,0,0.013248727,0.012122658
0.14,0,0.01125764,0.114736806,0.107408805,0,0,0.013622743,0.012243919,0,0.012732702,0.013591308,0,0,0,0.012880882,0.012604203
0.141,0.010603974,0,0,0,0,0,0.012086338,0.012256798,0.012072447,0.012320077,0.013020566,0.013627518,0.012395191,0,0.013037904,0.013897488
0.142,0,0,0.116989602,0,0.117193144,0.114523395,0.013784898,0,0.012413015,0,0.013380994,0.01245275,0.013784999,0.012633281,0.013122772,0
0.143,0,0,0,0.106137957,0,0.111221516,0.012191515,0,0,0.01356942,0.012927155,0,0.012484676,0.012976205,0.013138487,0
0.144,0,0,0,0.106293251,0,0,0.013839842,0.012132542,0.012280684,0,0,0.013733676,0,0.01398347,0.013339968,0.012384558
0.145,0,0,0.10094768,0,0.107921355,0,0,0,0.012722146,0,0,0.013413581,0,0.013913874,0.013544184,0.013790308
0.146,0,0,0.104193592,0,0,0.119559718,0.012518682,0,0.012647147,0.012178208,0.013438354,0.012429194,0.012153419,0,0.012069805,0.012349075
0.147,0.010733918,0.01084598,0.116892024,0,0.10652269,0,0.012871463,0.012167005,0.012063032,0.01369305,0,0.013082193,0.012498951,0.01353006,0,0.01320582
0.148,0,0.011439932,0,0.119594341,0,0.116207837,0,0.013834062,0,0.012390169,0,0.013780792,0.013569251,0,0.013835833,0.013146273
0.149,0.010410436,0,0,0.107709777,0.112266307,0,0.012983472,0.012929628,0.013947261,0.012024767,0.012844341,0.013960018,0.012240243,0.013939643,0.012471368,0.01234227
0.15,0,0,0,0,0,0,0.013337629,0.012193868,0,0.012749499,0.012279538,0.012672685,0.012352112,0,0,0.013601139
0.151,0,0,0.106651815,0,0.107318903,0.101725652,0.013400437,0.013424515,0,0.013981687,0.012170126,0,0.012991413,0.013533469,0.012634035,0
0.152,0,0,0.113450219,0,0,0.11983843,0.013819225,0,0.013261476,0.012628838,0.013381165,0,0.012675164,0.013367738,0.013247462,0
0.153,0.011896403,0,0,0.114556531,0,0,0,0.013007862,0.013119323,0,0.013101265,0,0.012363218,0.01212251,0.013713741,0.01379495
0.154,0,0,0,0.113690491,0,0.110892331,0.012586919,0.013606778,0.012895887,0.013249365,0.013812939,0.012516748,0,0,0.012801085,0
0.155,0,0,0.116782211,0,0,0.116289754,0.013083311,0.0125186,0,0.013996843,0.013794636,0.012203883,0.01250638,0.012594623,0,0.012486112
0.156,0,0,0.101646826,0,0.110468889,0,0.013700768,0.012699729,0.012257547,0.012342505,0,0.012983013,0.013132387,0.013186188,0,0.012076788
0.157,0,0,0,0,0,0,0.013941991,0.012557061,0.013114057,0.012178861,0,0,0.01320417,0.013319002,0.01259527,0.013843014
0.158,0,0,0,0,0.10797313,0.112791918,0,0.013463775,0,0.012297318,0,0,0,0.013413568,0.012533401,0.013850409
0.159,0,0.011599514,0,0,0.11186331,0,0.012103786,0.013238415,0.013102492,0,0,0.013186939,0,0.013424963,0.013662399,0.013640427
0.16,0,0,0,0.10115676,0.10580567,0.100628243,0.012352315,0.013718306,0.012033793,0.013233828,0,0.012208821,0,0,0.01375376,0.01341099
0.161,0,0,0.101044606,0.119906865,0.109535248,0,0.013781218,0.013996004,0.013571995,0.013825707,0.012490567,0,0.013607766,0.013240936,0,0.013211147
0.162,0,0,0.107671947,0,0,0.106813566,0.013278519,0.012780036,0,0.013529771,0.012006249,0.013902681,0.013279243,0.013530194,0.013452646,0.012359827
0.163,0,0,0,0,0.102465993,0.110937921,0,0,0.013784607,0,0.013701437,0.013939419,0.012465467,0.013151571,0,0
0.164,0,0,0,0.119683069,0.115548094,0.111514376,0.013303362,0,0,0.013642989,0,0,0,0.013220667,0.013287869,0.013423
0.165,0,0.01004994,0.105435877,0.10308073,0.113112355,0.1101641,0.012493925,0.012661363,0.013745101,0.013133183,0,0.012958427,0.012027888,0,0.012716274,0.013823173
0.166,0,0,0.109861493,0.10308736,0.112233007,0.105823283,0.013207581,0.013209385,0.013556329,0,0.013966018,0.012604029,0.013938553,0,0.012739347,0.013731018
0.167,0.011376778,0,0,0.106236464,0,0,0.012865913,0.012370769,0,0.012103431,0.012322906,0.012194152,0.012984318,0,0,0.013001413
0.168,0,0,0,0.102965676,0.109496411,0.108966056,0.013269377,0,0,0,0.012101927,0.01201036,0,0,0.012033,0.012618787
0.169,0,0,0,0,0,0,0.012379665,0,0.013294383,0.013326738,0.01300789,0.013846904,0.012818742,0,0.013112664,0
0.17,0,0,0.103107073,0,0,0,0.0131412,0.012999092,0.012624135,0,0.012485109,0.012159943,0.013240189,0.013178867,0,0
0.171,0,0,0,0,0,0,0.01318836,0.012356171,0.013143013,0.012789167,0.012328262,0.013954051,0.013228991,0.012978625,0,0.012695282
0.172,0,0,0,0.105419292,0,0.111431022,0,0,0.013578487,0.012476319,0.013874389,0,0,0.012023837,0.01335594,0.012904172
0.173,0.010198485,0,0,0.111870755,0,0.104506689,0,0.013203007,0.012062957,0.012865384,0.013095304,0,0,0,0.012509537,0
0.174,0,0,0,0.111904495,0,0,0,0,0,0.013779507,0.013540211,0.012921723,0,0,0,0.012856239
0.175,0,0,0,0,0,0,0,0,0.012253932,0.012420556,0.012632489,0.013545816,0,0.013313252,0.012323758,0
0.176,0,0,0.110707542,0,0,0,0.013625204,0.013588371,0.012743749,0,0,0,0.012612082,0.01331523,0,0.013969795
0.177,0,0,0.11519806,0.105664135,0,0,0.013998088,0.013480609,0.013577436,0.013859649,0,0.013289371,0.013704496,0.013294937,0,0.01349286
0.178,0,0.011732966,0,0,0,0.115532002,0.012445046,0.013404495,0,0.012187153,0,0,0,0.013937992,0.012325378,0.012579378
0.179,0,0,0,0,0.118415847,0,0,0,0.013427458,0,0.013312514,0.012077978,0.013405618,0.012207291,0.012499286,0.012862526
0.18,0,0.011585509,0.101058979,0,0.115255047,0,0.013686665,0,0.012765943,0.013465556,0,0.013520037,0.01389437,0.012389563,0.013387596,0.013992175
0.181,0,0,0,0,0.104232004,0,0,0.012890634,0.0133004,0.013315928,0.013279768,0,0.012825502,0,0.013973038,0.012267558
0.182,0,0,0.105205808,0,0,0,0,0,0.013423394,0.012117325,0.012654148,0,0.013125132,0.013971148,0.012979417,0
0.183,0,0,0,0.110490573,0,0,0,0,0.013903694,0,0.012549933,0.013173438,0,0.012690928,0.013703432,0.013237478
0.184,0,0.011472412,0,0.101891866,0,0.117404056,0.013810634,0,0,0.012179026,0.012432734,0.012491955,0,0.013418283,0,0.013748974
0.185,0,0,0,0,0.107748013,0,0,0.012682438,0,0,0.012558774,0,0.012225472,0.013533006,0,0.012965902
0.186,0,0,0,0,0,0,0.013931369,0.012746727,0.012013288,0.01389634,0.012505541,0.012380869,0.012267399,0.013614666,0.012520118,0.013850242
0.187,0,0,0.108084387,0.118825437,0,0,0,0.013584841,0,0.013850104,0.013421907,0,0.013169381,0,0.012281524,0
0.188,0,0,0.114676636,0,0,0,0.012146415,0.012547525,0.012254613,0,0.01216422,0.013629427,0.012274937,0.012940046,0.013781346,0.012550468
0.189,0,0,0.106709774,0,0,0.101395244,0.013067621,0.013963996,0,0.012118638,0.012599538,0.01284326,0.012663901,0.012634299,0.013441028,0
0.19,0,0,0.100022573,0,0,0.109198747,0.013704516,0.012295541,0.013580212,0.013244917,0,0,0.012941683,0,0.012565318,0.012554458
