Time,U1,U2,e1,e2,e3,e4,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10
0.048,-0.139095921,0.051487614,-1.508075407,0.637679701,-0.586958784,0.868406868,0.476959907,0.660151125,0.022415821,-0.37123049,-0.048312876,-0.037985811,0.038843271,-0.748050223,-0.59158138,-0.70153663
0.049,-0.577230172,-0.792305895,-0.4463523,0.894795175,0.749804946,-0.532431553,0.295077348,-0.905380652,0.453317088,0.039932665,0.680587179,0.371678379,1.064995043,0.558261054,0.145421133,0.234931321
0.05,0.171889163,0.087917196,-0.621090622,0.74818422,-0.03356925,0.252075881,1.148678959,0.323970404,0.359016378,-0.062317442,-0.757842122,0.231214814,-0.910687371,-0.768177908,0.216903148,1.0175417
0.051,0.808579016,-0.131035297,-0.616479391,1.45248695,-0.392050479,0.701148952,-0.954868749,-1.003909071,0.619677698,1.18511832,-0.043506944,-0.519595057,1.148548968,-0.061462916,0.235425206,0.018875049
0.052,-1.048695715,-0.790605779,-0.09248995,-1.400636359,-0.011962458,0.144191627,0.515187803,0.649926881,-0.064391555,0.374318878,-0.028986716,-0.264908802,-0.724495375,-0.387307782,0.061216103,-0.230408945
0.053,-0.757223384,0.173200013,0.595450122,-0.385078549,-1.051238238,1.028817005,0.386500755,-0.847503145,-0.320680559,-0.17633397,-0.111946021,-0.660326799,0.204613266,1.251392814,-0.207852947,-0.920579072
0.054,0.075558208,0.144233261,0.085245254,-0.139772139,-1.057719585,-0.282735911,0.412747531,0.230012319,0.805693163,-0.061871972,-0.252015233,0.811973564,-0.91461508,0.73030872,-1.248320921,0.43451586
0.055,-0.088742526,-0.716642209,1.319748054,0.229932749,-0.613784782,0.135206694,0.7272653,-0.801468262,0.396106668,0.662869262,-0.683617334,-1.190624567,0.621870902,0.247557042,0.240173957,0.705186509
0.056,-0.36121428,-0.113252117,0.212958314,0.258977368,-0.619772032,-0.579067956,1.430377447,0.126969145,-1.075546369,0.29034042,-0.427867523,0.658736358,0.713768109,-0.078245804,0.737730593,-0.561432217
0.057,-1.727638026,-1.03423418,-0.47642953,0.378289756,0.086163574,-0.067509841,0.285551455,-0.726329773,0.110048842,0.235264303,-0.475871362,0.619602575,-0.496176905,-0.110229893,-1.47820801,-0.016227706
0.058,0.922547724,0.047254095,-0.854488448,-0.924925161,0.798233062,-0.139154614,-0.44129293,-1.395643224,0.364283586,0.223049936,0.077655542,-0.388793424,0.039216626,0.38560692,-0.841794151,-0.504821916
0.059,-0.489443843,-0.535735591,0.467512381,0.979831296,0.567715438,0.605493965,0.871912796,-0.242409163,0.270964142,-0.614841714,0.884009942,-0.655179217,0.150457699,-0.027504131,1.501341161,0.037557826
0.06,0.156368442,0.56087698,-0.789400339,0.084787996,0.844315393,-1.266610175,-0.298516366,-0.437301232,-0.815605171,-0.050279557,0.13554804,0.485308371,1.207263271,-1.034838802,-0.836614634,-0.633624865
0.061,-0.93638877,0.2976951,-0.732712113,-0.031645241,0.349539321,-0.990360333,-0.004158129,-0.412961805,1.570459664,-0.026861185,0.301379232,1.339421614,0.002554291,-0.208355901,-0.341290086,-0.146016217
0.062,0.083343387,-1.376108501,-0.884863779,1.485875161,-0.460975073,-1.037648125,-0.553018661,0.39190408,-0.383695692,-0.13202258,-0.445831493,0.198304142,-0.00083968,0.774788735,-0.272412474,0.543075381
0.063,-0.038398617,0.848608973,-0.627574224,0.308775605,1.692716376,1.072197345,-0.193298654,-0.052709934,0.451034611,0.377196469,0.224484104,0.307045296,-1.671441224,0.285547661,0.218876739,0.888326472
0.064,0.228653468,-0.302481207,0.534724908,-0.763669774,0.41575094,0.691988893,0.571137934,0.48033756,-0.343745256,-0.339203011,1.211159225,1.354692308,0.412689166,1.203629408,-0.007550438,0.057767132
0.065,0.308441509,-0.766489147,-0.30149596,0.724569772,-0.544181058,-0.220578503,-0.423351399,-1.532049635,0.457961957,0.796032177,0.513668559,-0.501411815,0.000540493,0.773908863,0.081425332,0.069003978
0.066,0.79777792,-0.047394003,0.482701665,-0.954844103,0.907094314,-0.536216127,-1.730458042,-1.974128061,-0.919928657,0.28760143,0.244478548,-0.442675254,-0.72602017,-0.575012711,-1.125780052,1.082664711
0.067,-0.153014654,0.852424989,-0.336065608,0.061326181,-0.963722853,0.284124247,-0.341086907,-0.078533738,0.404162848,-0.113889839,-0.015515087,-0.124783229,-0.241255363,-0.962888293,0.156149288,1.197598398
0.068,0.257521129,0.35162059,0.503406622,0.7590023,-0.336666104,-0.175050863,-0.273615589,1.309234552,0.255843087,1.258057198,0.606834806,0.071283899,-0.669565528,-0.830457799,1.672130924,0.324011364
0.069,0.838530858,-0.271973198,-0.731020667,-0.019039698,-0.239423337,0.30975828,0.852603228,-0.392528341,-0.644015897,-0.847325511,1.630993391,-0.59577672,-0.79430313,0.347028951,-0.256823775,0.178511618
0.07,-1.232815211,-0.831754194,-0.386606697,-0.233141184,-0.251639702,0.078416409,0.510083491,-0.166902405,0.073397004,0.879378998,-0.439678354,1.138468136,0.617352456,0.022182227,0.769956565,0.668471298
0.071,-0.424087604,0.261390826,0.31159142,0.064033415,-1.019318293,0.060380192,-0.285658365,0.303602598,-1.120445064,0.234358787,1.005794922,0.170295551,1.15589274,-0.016608012,0.173159036,-0.516872643
0.072,-0.904172551,0.677082387,-0.83419055,0.285594994,0.485922818,-1.397414796,0.266866865,0.716499502,-0.516117945,0.38051135,0.491584463,-0.814198377,-0.491284491,-0.095331088,0.185202978,-0.902105937
0.073,1.112406471,0.79819387,0.522654671,-1.12955266,0.653790175,-0.506650286,0.352207742,-0.029015626,-0.525454615,-0.276358626,-0.617866689,1.36637692,0.022259435,-0.306895843,-0.782658424,0.181964183
0.074,0.910427556,0.132380456,0.11868032,0.058350502,-0.071349306,0.959236135,1.818121042,-0.281414895,-0.928438261,-1.458255331,-0.003072896,1.431976826,-0.40313885,-0.360898341,-0.258064708,-0.693106469
0.075,-1.202266892,0.959081773,-0.022680565,-1.18940107,-0.253957638,1.256868386,0.745368221,0.990405039,-1.08530252,-0.569274696,-0.091736102,-0.609946317,0.381756477,-0.288877088,1.22863,-0.309288451
0.076,-0.669867181,0.212158719,-0.602788085,0.520660262,-0.630368789,1.132848014,-0.39608921,-0.269719833,-0.427916096,-0.090413824,0.77112818,-1.314476273,0.722578281,0.617609618,0.457104246,-0.090367499
0.077,-0.231280062,0.063452754,0.469545833,-0.408542499,0.023507145,-0.140253534,-1.303287953,0.389179355,0.753709324,0.223279326,-0.776325551,0.324236877,0.078194563,-0.409678677,0.606928513,-0.419986608
0.078,0.258570884,0.670778001,0.41986972,-0.518241451,0.462448634,-0.711144143,0.300041604,0.339938391,-0.140067211,0.134430043,-0.596855542,0.310796358,0.370090976,0.043397368,0.86018714,-0.239450064
0.079,0.04192681,-0.289643221,-0.155058217,-0.267065259,-0.101913891,0.599374423,0.411132581,-0.496294385,-0.992374953,0.346838364,-0.552440052,0.18044604,0.084443171,0.02337745,-0.495104585,0.161135383
0.08,0.766493417,-1.130982235,0.005604454,0.374285375,-0.106113308,1.081202574,0.268946444,-0.809436038,1.023360995,-0.717633717,-0.212986237,0.068116711,-0.297644695,-0.952044217,-0.273615753,-0.160027091
0.081,-0.650219244,0.916106916,-0.365727703,-0.348549249,1.020444536,0.040041637,0.023857837,-0.997144564,-0.314189012,-0.103017016,-0.539961691,0.511658784,-0.652241027,-0.556761268,-0.226467488,0.741193963
0.082,0.122151436,0.972927151,1.024166889,1.338931106,0.134135317,0.564747715,-0.506186638,-1.480594173,0.540928957,0.548317183,0.768825814,-1.147336312,-0.060340528,-0.529892843,-0.358836218,0.689452026
0.083,0.374704269,-1.542844896,1.895556668,-0.197691746,-0.601087778,1.525603301,-0.764720506,0.543415639,-0.271000475,-0.956008373,-1.134120626,-0.135278992,-0.548641939,-0.300214578,-0.577863365,-0.561685072
0.084,0.584160501,-0.381781791,-0.152588159,0.028461543,1.090967228,0.220469126,-0.387138689,-0.632114655,1.112015113,-0.566891635,0.657051725,0.391262385,-0.667079993,-0.228498964,-1.353174604,0.980874899
0.085,-0.361121766,0.195005333,-0.148270727,-0.30274433,0.081017166,-0.742737033,-0.852809409,-0.534551647,1.297093185,0.734748073,-0.55439186,-0.161178237,-0.785393737,0.20559376,-0.861027107,-0.672121748
0.086,-0.593251258,-0.84087282,0.033048666,-0.160054652,-0.145601867,0.56084281,0.352464951,0.492087177,-0.381344506,0.666289509,0.232554602,0.170101812,-0.42270128,0.024166886,-1.298211798,0.599621697
0.087,-1.076533529,0.571218337,0.259728311,1.23655,-0.292281329,-0.002513229,-0.172594502,-0.55966136,-0.343785927,-0.369492229,0.018801894,0.89026294,-0.603735306,1.35051271,-1.224865917,-0.820963953
0.088,0.077275213,-1.106601631,-0.980242272,0.426527746,-0.114660979,-0.182870922,0.347632831,-0.804950306,0.618421186,0.150328279,-0.152333721,-0.183281855,-0.398639489,-1.776641666,-0.45551262,0.213142376
0.089,-0.419523574,1.383418013,-0.51036267,0.922668127,-0.535532117,0.353299228,-0.616930672,0.064659461,-0.496688447,0.068757822,-1.26682891,-0.479597756,-0.90227974,-0.163543715,-0.42428526,-1.098004638
0.09,0.25090067,0.101578426,-0.011355978,-1.197466552,0.905996352,-0.585490448,-0.490105037,-0.471907464,-0.220752847,0.287593896,-0.223502464,-0.530110349,0.242405025,1.468683745,0.049295901,1.018084319
0.091,0.721463499,-0.306378044,-1.27787503,0.831375953,0.163810455,1.151606331,0.731175627,-0.216714982,-0.516625723,-1.002321213,-0.493816206,0.831505294,-0.201272953,-1.244221207,-0.387001095,-0.443461104
0.092,-1.536505686,1.398713409,0.185762045,-0.300498697,0.134864615,0.056465189,0.801155014,0.695363528,-0.752044499,0.262334266,-0.325947969,-0.121962907,1.168113153,-1.189498692,1.508258771,-0.702961955
0.093,0.847187779,-0.861681071,-0.676752904,1.024972,-0.646876851,0.058348346,-1.637238536,-0.538792497,1.015464047,0.06621519,0.797503794,0.80491828,-0.10894772,0.6628617,-0.60800055,-0.793521896
0.094,-1.046424824,0.006056435,0.653649655,0.716360054,0.213790195,-1.347305574,1.25358993,0.642502292,0.049378828,-0.512002889,0.522971397,-0.722750017,-0.452282271,0.075260752,0.273783571,-0.846962046
0.095,-0.393514876,0.705237041,0.047794077,-0.77804179,1.133375407,0.851121655,0.422298386,-0.161186275,-0.348934081,-0.841880355,-0.869133527,1.154633134,0.551544794,0.16959704,-1.036676071,-0.725255137
0.096,-0.373037217,0.490280571,0.555846017,0.168278038,1.484879361,0.083274774,0.255684943,-0.417513137,-0.70628368,1.018474014,-0.608299435,-1.023386097,0.412271269,0.533852706,0.209139955,-0.347830161
0.097,1.434716438,-0.417616608,0.071186064,-0.792906795,-0.666465516,-0.358399404,0.828564751,0.176317416,0.767930097,-0.57558072,-0.425909081,0.424662599,0.374777797,1.00015462,0.53973261,0.23246743
0.098,-0.518919207,0.599597336,0.67975252,0.976802772,0.361226563,-0.809463085,0.828841818,0.395905583,-0.67874242,-0.139624071,-0.175492013,-0.546182599,-0.030487778,0.498850676,-0.531322806,-0.444625464
0.099,-0.391766104,-0.247590675,0.077146406,-0.287537922,0.482541797,0.961414866,0.055649347,-0.939317191,0.203658542,0.696970029,-0.157694333,0.026681026,1.55602053,0.823447945,-0.023347248,0.096636727
0.1,0.402041638,-1.147139108,0.190998504,-0.354206332,0.201386363,0.470557088,-0.253702821,1.904156714,1.274394191,-1.213428488,0.646542703,-0.038926598,-0.494032006,-1.233784332,0.830121106,-0.682748809
0.101,0.261938126,0.097798512,0.386217096,0.966240145,0.635967085,0.026715333,1.268420577,-0.507010535,-0.264106299,0.24039384,0.407447413,0.900246338,0.710102558,0.492968117,-0.541986812,-0.749877446
0.102,-0.189438705,-1.124116771,-0.254339131,0.24193136,1.002930276,-0.010288094,0.766089027,-0.728458625,-0.36714484,-0.246020478,-0.626290369,-0.319641557,1.967585512,0.653940907,-0.179369432,0.332875009
0.103,0.583285023,0.552861914,0.474639042,-0.528616213,0.666146149,0.309391934,0.710584611,-0.692611933,0.264551827,-0.910383154,-0.610366286,0.094135545,-0.111443582,0.281750445,-0.753481473,0.532670352
0.104,1.389646939,-0.240245978,-0.333242236,0.492898794,0.582264677,-0.546095761,0.14340499,-0.004166134,0.377744193,-0.78792268,-0.834841623,0.385895596,-0.160613371,0.105208291,-0.376597468,0.297296174
0.105,0.004508679,-0.291859238,-0.151428991,-0.076004911,0.304650812,-0.149745555,0.348481446,0.095882482,-0.150821528,-1.15013602,-0.414096308,0.056028405,0.239924201,-0.094941382,-0.841765948,0.5805171
0.106,0.60344292,-0.231714427,-0.116935522,-1.294338769,-0.72343044,0.740771417,-0.705305044,0.512088648,-0.284953716,1.100790443,-0.450194828,0.467295815,1.237931997,-0.325508897,-0.910808095,1.574997997
0.107,1.05881749,0.242935009,0.093829397,-0.196890781,-1.029095402,-0.251263857,-0.598272392,-0.262690754,0.716923849,-0.646336973,-0.398706876,-0.12966307,-1.39562165,-0.507324699,0.564657195,0.179207795
0.108,-0.782413174,0.257346263,-0.674312089,-1.41574282,0.886144978,-0.73097605,-0.098872465,0.848183287,-0.830380458,-0.584785843,0.144460443,1.615330743,-0.022974907,-0.229749819,1.643781207,-0.605003259
0.109,0.106745104,1.100099745,-0.513114521,0.230390096,-0.072915529,-0.686264356,-0.626188382,-0.245023654,1.07226816,-0.109290191,-0.551877723,-0.178065947,0.230905427,-0.475693354,0.249193546,-1.220754129
0.11,-0.145059033,1.050637677,-1.232204802,0.157370084,-0.158203072,-1.101144446,-0.367975448,0.472482775,0.761690538,0.247454431,0.1805224,-0.073094614,-0.311953827,0.378520889,0.614823226,0.360141499
0.111,1.174564745,0.429210319,-0.133743136,0.014007586,-1.421878184,-0.287152574,0.361181961,0.103798181,-1.221984119,0.673797741,-1.131833853,-0.108319282,-1.219532254,0.431359085,-0.516117301,-0.423033171
0.112,-0.142444725,-0.26754031,-0.024295498,-0.508092826,-0.457563073,0.355504461,-1.676724161,-0.968167235,0.058127172,-0.254786014,-0.566303715,0.053939336,-0.261596716,0.46341334,0.268309066,0.771888364
0.113,0.36697782,0.624318044,1.125357488,-1.230047752,1.134506597,-0.199878805,1.028396389,0.173377841,0.026327418,-0.66034869,0.895731653,0.377071445,-1.029267475,-0.416773974,0.707370887,0.476495519
0.114,-0.733868797,0.321491603,-0.397065019,-1.453675114,0.048256012,0.336054808,-0.134642844,0.06492245,-0.162578567,-1.099981411,0.375404369,0.187628953,-0.814982549,-0.902936208,0.754559077,-0.543520288
0.115,0.514180158,-0.553031556,0.655568141,-0.412465944,0.104405742,-0.376323022,0.810106648,-0.703721351,0.142599149,-0.283427983,0.843717554,0.570358066,-1.087966738,0.580998107,-0.42338931,-0.540444996
0.116,-0.813947914,1.044013966,1.582297413,0.949937506,0.114220191,0.429826964,-0.971257043,0.859421081,-0.237140488,-0.283000606,-0.484111556,0.557421776,-0.140976404,-0.131167998,-0.191099394,0.920511673
0.117,0.675055203,0.197619576,0.956999045,-0.864058141,0.271699833,0.333987233,-0.159652858,-0.053440199,-0.662380829,0.200564194,-0.123151153,-0.317162533,-1.412541213,-0.277307287,-0.393386181,1.214833583
0.118,0.784541371,-1.089804962,1.494133766,0.169931815,-0.062928184,-0.853762618,0.064865829,1.013702425,-0.409965955,-0.399845358,0.016233431,0.252785322,0.429022106,-0.735605614,0.77027897,0.38038109
0.119,0.211286886,0.292126611,0.33273016,-0.130599379,0.491022884,0.089975828,0.239055864,0.610045794,0.786098709,-0.522563069,-0.343759919,-0.12911353,0.317375507,0.364313144,-0.009143795,-0.386738358
0.12,-0.083469467,-0.010332365,0.205608184,-0.226019048,-0.467544032,-0.837670928,0.244687169,0.032991085,-0.289035493,-0.508026426,0.129894003,-0.072393744,-0.648439686,-0.495722424,0.808629809,0.032632759
0.121,0.142404658,1.03098119,0.214290522,-0.424561055,-0.058163909,-0.51037885,1.100350544,-0.928002839,-0.152564334,1.118866384,-0.462740014,-0.084623176,-0.767303493,0.245030044,-1.032338859,-1.282444755
0.122,-0.606087771,0.544000859,0.383454812,1.4715906,0.665475753,0.423673401,0.740780578,-0.007452203,0.131936768,0.481699952,-0.762220742,-0.142021161,-0.095815573,0.385448348,-0.213098199,0.388361537
0.123,0.987623758,1.171559248,0.292494782,0.480599667,0.242691175,0.775720127,-0.817438778,-0.61442293,0.39394101,0.102303983,0.754795016,0.499892511,0.340986446,0.084933692,0.35824706,-0.389915514
0.124,0.256063502,0.972461532,-0.847926546,-0.70855586,-0.051383781,-0.500218454,0.23283292,-0.464852676,0.38599628,-0.596343782,-0.371075852,-0.685388113,-0.215792172,-0.862686686,-0.415823821,0.125765464
0.125,0.24126425,0.475860956,0.621187532,-0.550371123,-1.02762464,0.882440873,0.019599122,1.116911705,-0.718309246,0.078096855,-1.337081053,-1.834338992,-0.451056722,0.622139241,1.639531937,0.124123769
0.126,-0.908951049,-1.226576269,0.205245092,-0.250270798,1.16160757,0.821130672,-0.605279604,0.004696472,-1.24586207,0.276547042,-0.439483757,-0.606334125,0.368022998,-0.167004633,-0.650322622,-1.234179837
0.127,0.156277801,1.046233951,-0.646774215,-0.917998673,-0.158236913,0.17087409,-0.195309011,1.093737312,1.631788145,-0.48503394,0.395840389,0.141975274,-0.634089623,-0.300795975,-0.893172998,-0.858592686
