Time,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,m27,m28,m29,m30,m31,m32,m33,m34,m35,m36,m37,m38,m39,m40
0.01,0,0,0,0,0,0,0,0,0,0,0.163948903,0,0.182716253,0,0.117974479,0,0,0.110134682,0.199623574,0,0,0,0.18297354,0,0,0,0.16832276,0.190542549,0.212836349,0.190113152,0.012569638,0.012905697,0.013447151,0.012165427,0.012538521,0.012321462,0.012761816,0.013590305,0.013314474,0,0.012867114,0.013089454,0.01207287,0.012293427,0.013386098,0.012205321,0.012315491,0.013088553,0.012765938,0.01359984,0.012726558,0.01398187,0.013623853,0,0.01310547,0,0.012001916,0,0,0.012963266,0.012691029,0.013639638,0.012841848,0,0,0.012259234,0.012061707,0,0.012922653,0
0.011,0,0,0,0,0,0,0,0,0.010768295,0,0.119625358,0,0.143780577,0,0,0.157273883,0.131748402,0.142341621,0.1973106,0,0,0,0.115693155,0.11348936,0,0.215576335,0.10422833,0.206159061,0.218333293,0,0.012089269,0.013865767,0.012744569,0.012923452,0.013725274,0.012792193,0.01315493,0.013162214,0,0.013273596,0.013429691,0,0.013703174,0,0,0.013210266,0.013241601,0.013021763,0.012082591,0.013603976,0.01207626,0.0130296,0.013592642,0.012608886,0,0.012713784,0,0,0.013426124,0.013815406,0.013825579,0,0,0.013801521,0,0.012117009,0,0.012732495,0,0.01314279
0.012,0,0,0,0.011418699,0,0,0,0,0,0.010257868,0,0,0.108791379,0.218952342,0,0.146727947,0,0,0,0,0,0.173354112,0.18457609,0,0,0.101818759,0.16215023,0.166161252,0.112457677,0,0,0.013615046,0.013474392,0.012531917,0.012988525,0.012297961,0.012488185,0.012815237,0.013234801,0.012465778,0.012461702,0.012036265,0.013978717,0,0.012465589,0.012491803,0,0.012245606,0.012106105,0,0.012158417,0.01272983,0.012295928,0,0,0.012007544,0,0.012091344,0.012389204,0,0.012022821,0.013706525,0.013086026,0,0.013468119,0.012374059,0.013351364,0.013751135,0,0.013850334
0.013,0,0,0,0,0,0,0.01038016,0,0,0,0.100150331,0.180322569,0,0.143605206,0.202662854,0.147106004,0,0,0.141804703,0,0,0,0.155434276,0.168978637,0.104664669,0.149588252,0,0,0,0.212929125,0,0.013892801,0.012168409,0.013820249,0,0.013456948,0,0.012082371,0.012084537,0.013077971,0.013638182,0.01229098,0.012301763,0.012410389,0.012345635,0.013122237,0.013264264,0.013942125,0.012838054,0.013654979,0,0,0,0.012230344,0.013115061,0,0.013463003,0,0.013238512,0.012889578,0.012405481,0.012708619,0.012096364,0.01376116,0.012791261,0,0.013753842,0.013255965,0.01207966,0.012019989
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0.112331023,0.192523647,0.117358585,0,0.180759149,0,0,0.124375155,0.204430612,0.185882739,0,0.132766767,0.166451726,0,0.180863784,0,0.152719715,0,0.012932269,0,0.013278849,0.013715261,0.012571352,0.013977069,0.013308442,0.012880402,0.012550293,0.013902204,0,0.013016782,0.012963784,0.013160491,0,0.013736803,0,0.01224292,0,0.013099196,0.013874159,0.01385738,0.013087413,0.012223126,0.012979281,0.013040009,0.013474443,0.012085744,0.013170387,0.013666457,0,0.01319274,0.013474306,0.012697805,0.013871986,0.013943385,0.01380718,0.013553439,0,0.012920741
0.015,0,0,0.011504225,0,0,0,0,0,0,0,0.210102284,0,0,0.180245182,0.153185247,0,0,0,0,0,0.183780286,0.119404689,0,0.100736981,0,0,0.20206559,0.205099715,0.164539075,0,0.013629289,0,0.012315399,0,0,0,0.013615251,0,0.012128134,0.013619377,0,0,0.013789366,0,0,0.01371936,0.013271299,0.01217988,0.01278662,0.01341232,0.013215083,0.013583961,0.01266636,0.013362241,0,0.012991002,0.013504894,0,0.012054176,0.012759815,0,0,0.013637457,0.01238925,0.013640361,0.012307448,0.013934713,0,0,0.013515368
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116828942,0,0.129385027,0,0,0.122979179,0.118206691,0,0.12518943,0.104496719,0,0.183049947,0,0,0,0,0,0.012800677,0,0.012643279,0.013823451,0.01352721,0.013807163,0,0.013500916,0,0.013971074,0.012913318,0.01292925,0,0.013584054,0,0.012358057,0,0.012789774,0.013565622,0,0.012726732,0,0,0.013884,0.013878696,0,0.012889687,0.01326641,0.012473951,0.013906112,0.013010052,0.013960748,0,0.012351253,0.012882568,0.012338041,0.012344888,0.013320522,0.013931762,0.012203941
0.017,0,0,0.011002535,0.010534691,0,0,0,0,0,0,0,0.145821185,0,0,0.110985358,0.197267948,0.157881859,0.191565647,0.165916906,0,0.172010399,0,0.202783248,0,0.218111015,0.155413601,0.145418468,0.12936647,0.148152681,0,0.012588262,0.012838497,0.012825231,0,0.013061388,0.012685706,0,0.012028254,0,0,0.012682677,0.012087716,0.012657191,0.012579978,0.013436029,0,0.01372636,0.013696197,0.013301739,0.012091358,0,0.013596817,0.012959185,0.013836449,0.012867964,0.013423462,0.013603928,0,0,0.013206618,0.013792539,0,0,0.013637977,0.013257216,0.013062657,0,0.01290732,0.012415414,0.012116967
0.018,0,0,0,0,0,0,0,0,0.010918371,0,0,0,0,0.216888269,0,0,0.157669978,0.157061921,0,0.192868061,0.102307148,0,0.146177591,0,0.142914095,0.128068598,0.109497007,0.109873091,0,0,0.01335171,0,0,0,0,0.013721922,0.01283646,0.013445219,0.013857696,0,0.012362355,0,0.013651414,0.013913711,0.012993657,0.013505023,0.013452722,0.012596069,0,0.013871622,0,0.013609893,0.012010261,0.01373698,0.012042269,0.012940519,0,0.012422675,0,0.013009127,0,0.012639484,0,0.013597777,0.012578465,0,0.012506795,0.013112213,0,0.013940679
0.019,0,0,0,0,0,0,0,0.011689758,0,0,0.141946367,0.151183081,0,0.117800638,0.213112401,0,0,0,0.109116222,0,0,0,0,0.200917901,0.15283649,0,0.212200123,0.191726934,0.165805161,0.19204725,0.012141697,0,0.012080539,0.013097972,0.012272178,0.013919603,0,0.012286737,0,0.01324342,0,0,0.013030671,0.012159937,0.012466006,0.013197412,0.012720569,0.013024631,0.012487657,0.012411658,0.013828379,0.01242353,0.012718846,0.013362888,0.012010987,0.012943097,0.013557897,0.013938658,0,0.012681045,0.013109529,0.012256691,0,0.013680099,0.012436836,0,0,0,0,0.012682746
0.02,0,0,0.010195978,0,0,0,0,0,0,0,0,0.127844333,0.140679172,0,0,0,0.137692403,0.133689176,0.103320298,0,0,0.107475107,0,0,0.192523124,0,0,0.14254386,0,0,0.013694921,0.013814638,0,0.012941236,0.013695124,0.013119934,0.012304268,0.013593627,0.012709405,0.012630551,0.012976026,0,0,0.013504624,0.012216859,0.01206912,0.012772769,0,0,0.012478735,0.013181621,0.012422576,0.013505881,0.01360496,0,0,0.01221032,0,0,0.013402913,0.012319356,0.01305032,0.012788515,0.012077985,0.012846034,0,0.012089015,0.013324406,0.012428098,0.012792174
0.021,0,0,0.010491352,0,0,0,0,0,0,0,0,0,0,0.120422032,0,0.196723726,0,0.118070239,0,0,0.187741792,0,0.132883381,0,0.151442269,0,0.18841348,0,0,0.178693653,0.012650699,0.012414972,0,0.012318889,0.012708701,0.012266503,0.013290822,0.013332048,0.012652366,0.012202155,0.013485588,0.013246744,0.013035728,0.012191738,0.012203988,0.012882915,0.012655655,0,0.012321268,0,0.012536711,0.013833042,0.013737532,0.013863093,0.012257856,0,0,0.013276326,0.012396571,0.01236455,0.01343367,0.012928715,0,0,0.013766641,0.013489789,0,0,0,0.013116293
0.022,0,0,0,0,0,0.010592878,0,0,0,0,0.133258415,0.103123389,0,0,0.159841333,0,0.203341571,0.126508428,0,0.17174557,0,0,0.150074204,0.173381943,0,0,0,0.199218611,0.134980724,0,0.012031246,0.013224961,0.01322385,0.012913121,0.01348015,0.013149607,0.013050738,0,0,0.013943344,0.012234292,0,0.012662464,0.012683664,0,0.012578811,0,0.012559807,0.012540074,0.013480804,0.013458851,0.013057981,0.012504914,0.012892657,0.013974354,0,0,0.012258419,0.012426419,0.013441801,0,0,0.013504633,0.013939736,0.012757517,0.012950776,0.012723671,0.013827933,0.01335328,0
0.023,0,0,0,0,0.01041749,0,0,0,0,0,0,0,0.156838676,0.190431606,0.194028706,0.102512706,0.201618398,0.180226552,0,0.105137905,0.203945475,0,0.151035779,0.172813316,0.12214551,0,0,0,0.158485975,0,0.012760701,0.013717651,0.013481824,0.012526784,0.012464169,0,0.013399745,0,0.01351828,0.012189515,0,0,0.013845462,0.012642589,0,0.012212161,0.012493698,0,0.012315281,0.012691115,0,0.012411689,0.012701996,0.01349989,0.013847693,0.013367978,0.013445314,0.013781473,0.013237991,0,0.012962753,0,0.012092131,0.012408987,0.013569875,0.01311672,0.012641907,0.013620412,0,0
0.024,0,0,0,0,0,0,0.010123923,0,0,0.010529039,0.194150318,0.183337671,0.106689012,0.124099866,0,0,0.198694597,0,0,0.195130929,0,0,0,0.209013159,0.15643947,0.198039457,0.18615699,0.133345098,0,0.205769299,0.013432794,0.012438836,0.013160469,0.013792205,0,0.012043866,0.01364938,0.013532494,0.013637769,0.01293235,0,0,0,0.012697737,0.013901683,0.012926029,0,0,0.013845961,0,0,0,0.012643462,0.013134493,0.012442169,0.012647057,0,0,0.012534896,0.013939955,0.01271669,0.013315745,0.012163924,0.012491177,0,0.01313237,0,0.01287449,0,0.012803807
0.025,0,0,0,0,0,0,0,0,0,0,0.117510234,0.139599741,0.148932173,0,0.144999772,0.115416967,0.170544375,0.112267871,0.163576391,0,0,0,0.185462485,0,0,0.178623514,0.136375976,0.190945867,0,0,0,0.012105484,0.013026342,0.013313711,0.012123865,0,0.013157713,0.012239803,0.013207156,0.012859139,0,0,0,0.012983426,0.012664655,0.012976736,0,0.012355057,0.013895226,0.012850286,0.012794204,0.013366667,0.012112029,0.013836375,0.012501048,0,0.012332018,0.013937334,0.013758071,0.012407743,0.012770787,0,0.012072626,0.013903091,0.013621545,0.01239939,0.012452988,0.012602213,0.012942065,0
0.026,0,0,0,0.011145729,0.010481539,0,0,0,0,0,0.147131817,0.190058684,0.1402907,0.15280832,0,0.10307938,0,0.180578852,0,0,0,0,0.1152093,0,0.213806982,0,0.132998041,0.212565477,0.186062761,0,0.012309409,0.013134288,0.013160538,0.012323249,0.013484914,0.013056099,0,0.012779977,0.013025669,0,0,0.01342317,0,0.013175394,0.013879815,0,0,0,0.01201945,0.013143062,0,0.012563329,0.013177658,0.013071291,0.01360558,0.01289137,0.013099496,0,0,0.012846961,0.013029592,0.013263924,0.012891963,0.01211997,0.012684424,0,0.012442483,0.013669522,0.013755517,0
0.027,0,0,0,0,0,0,0,0,0,0,0.211387793,0,0,0,0.177645294,0,0,0,0.143343036,0.167468782,0.209337789,0,0.191848304,0,0.167012574,0,0,0,0,0.155894713,0.01370375,0,0.013075965,0.013035202,0.0138724,0.013029055,0,0.012434031,0,0.013229604,0,0.012987859,0,0,0.013708499,0,0,0.013843288,0,0,0,0.012683591,0,0,0.012457668,0,0,0,0.013345992,0.012968957,0,0,0.013024439,0,0.01284485,0.013927934,0,0.01251178,0,0.013658847
0.028,0,0,0,0,0,0,0,0,0.011592735,0,0.129868158,0.106449019,0.1355782,0,0.153206489,0,0.189955814,0,0.125876644,0,0,0.11494946,0,0,0.156231872,0.151717622,0,0.119562691,0.185084062,0,0,0.01352328,0.012342715,0,0.012825134,0.013797117,0.013974238,0,0.012831865,0.01338828,0.012193914,0,0,0.012545068,0.012638646,0.012877058,0.012676555,0.012939677,0.01239993,0.013730966,0.013201224,0,0.013764963,0.0127702,0,0.013527587,0.01375821,0.012289386,0.012152741,0.012688693,0,0.01211723,0.012526321,0.013737086,0.012752914,0.013706282,0.013349445,0.012072864,0,0.01288252
0.029,0,0,0,0,0,0,0,0,0,0.010780037,0,0.101106873,0.216570176,0.113397189,0.11801355,0,0,0,0.101751958,0.140341434,0.200839624,0,0.189110231,0,0,0.163311337,0.119403169,0.178175524,0,0.155670633,0.013131419,0,0.013799139,0.013633031,0.01395276,0,0.012281107,0,0.01271715,0,0.012454362,0.012263899,0,0.012479396,0,0.013654032,0.013668109,0.013017102,0.012408271,0.013975207,0.013049438,0.012280787,0.012012965,0.012610152,0.013798517,0,0.012718202,0.012170497,0.012315029,0.012817572,0.01293935,0.013559484,0,0.013186466,0.01271121,0.013405535,0,0.013751713,0.01356333,0.012155349
0.03,0.010607323,0,0,0,0,0.010153211,0,0,0.011746213,0,0,0.18737494,0.169035183,0,0.108692464,0,0.102538766,0,0.180610807,0.168934286,0,0,0.14200518,0,0.188588516,0.139600689,0.134494465,0,0,0.149588836,0,0.012654212,0.013552459,0.01258988,0,0,0,0.01359979,0.012378692,0,0.012832198,0.013807938,0.013566424,0,0.013337879,0,0.012731524,0.013198805,0.012291334,0.012119143,0.01285311,0,0,0.01358225,0,0.012994051,0,0.012289218,0,0.012263045,0.013661313,0.01229109,0.013718784,0.012349274,0.01386834,0.013972367,0.012185034,0.013471903,0,0
0.031,0,0,0,0,0.010981371,0,0,0,0,0,0.156744003,0,0,0.21640982,0.192191672,0,0,0,0,0,0.125043817,0,0,0.107236604,0,0.128961301,0,0.135162738,0,0.201127896,0.013638567,0,0.013499497,0,0.012721363,0.01239908,0.013425595,0.012608993,0.013381707,0.012158285,0.012792675,0.012986316,0.012375327,0.013499433,0.012040359,0.012845047,0.012461901,0.012397695,0,0.013077023,0.013032286,0.012812669,0.01212782,0.012007819,0,0.012816923,0,0.01287923,0.013929135,0.013286401,0.012450161,0.01259055,0.012643584,0.012252858,0,0.012376934,0.012632193,0.012158281,0.012998535,0.012280554
0.032,0,0,0,0,0,0,0,0,0,0,0.179015176,0.170239194,0.20939974,0.172390285,0,0,0.218973552,0.161780382,0,0.190233098,0.141781444,0,0.162670878,0,0,0.202125768,0.171134718,0,0.127010226,0,0.013556095,0.012509884,0,0,0.012126748,0,0.012055693,0,0,0,0,0,0,0.012630088,0.013683201,0,0.013162699,0.01281001,0.013792036,0,0,0.012075934,0,0,0.012526396,0.013517594,0.013964995,0.012043263,0,0,0.012647654,0.012761997,0.013966015,0.013773032,0.012797763,0.012615347,0.012385568,0.012444035,0.012882161,0.013387054
0.033,0.011440332,0,0,0,0,0,0,0,0,0,0.182043689,0.210284535,0,0,0.125833858,0.162853991,0.145456028,0,0,0.181945896,0.151767595,0,0,0.162770773,0,0,0,0,0.159726933,0,0.012450675,0.013620286,0.012216062,0.012845199,0.013744854,0.012085239,0.013497403,0,0,0,0.01316314,0.013410593,0,0.013019122,0,0,0.013510544,0.013029867,0.013512718,0.012849197,0.013005727,0,0.012778563,0.013340944,0.013746265,0.012558409,0.012960321,0.01390486,0.012595424,0.012099416,0.013026775,0,0.012528708,0,0,0,0,0.013857998,0.01369676,0.01241538
0.034,0,0,0,0,0.011909053,0,0,0,0.011834741,0,0,0.120080467,0,0,0,0.159812841,0,0,0,0.162533779,0.171699279,0,0,0,0.129295403,0.145452029,0,0,0,0.189248883,0,0,0,0,0.013205924,0.012300531,0,0,0.012050596,0.013630522,0.01300447,0.013254696,0.012480501,0.013566249,0.013923755,0.013292681,0.012658938,0.012271957,0.013364553,0.013685435,0.01300716,0,0,0.013073597,0.013967505,0.012677648,0.012685895,0.013442146,0.013465171,0.01348659,0.012869499,0.013721502,0.013394459,0.012832669,0.012391764,0,0,0.012143818,0,0
0.035,0,0,0,0.010597711,0.011291768,0,0,0,0,0,0.102818369,0.216635678,0.180936179,0,0.176375463,0,0,0.132630826,0.217366883,0,0,0.116618999,0,0,0.210450632,0.145784387,0,0.153840999,0,0.190057289,0.012122267,0.013227201,0.013279797,0.013930336,0,0.012460712,0.013634164,0,0.012972654,0.012807063,0.012046554,0,0.01389144,0.01274429,0.013541178,0.012774078,0,0,0.013165232,0.01286399,0,0.013690151,0.013252788,0.013109155,0,0,0,0.012866219,0,0.012864621,0,0,0,0.012570256,0.01212546,0.01239314,0.013183066,0.013489778,0,0.012310025
0.036,0,0,0,0.011427362,0.010970639,0,0,0,0,0,0.149290665,0,0.211903089,0,0,0,0.178035035,0.195269393,0.123933888,0.213668506,0,0.116104497,0.185764296,0,0,0,0.193562809,0,0.170341569,0,0.013800895,0.013112356,0.013464574,0.013784251,0.012550732,0.013614765,0.013594467,0.013253097,0.012107851,0.012560185,0.013635294,0.01363778,0.012255718,0.013579368,0.013229577,0.013268153,0,0.012062619,0.013065941,0,0.012927678,0.013482379,0.012144119,0,0.013291131,0.01231916,0.012142839,0,0.012118646,0,0,0,0,0.013047516,0.01322658,0.013893837,0.01261462,0.013098793,0.012235603,0.013690668
0.037,0,0,0,0,0,0,0,0,0,0,0,0.104589824,0.218617931,0.127597513,0.153588921,0,0.186037176,0.152331703,0.196299035,0,0,0,0.152325281,0,0,0,0.199708998,0.101197144,0,0.158681515,0.012582418,0.012819741,0,0,0,0.012957057,0.012911975,0.012465194,0,0.013066425,0.012183802,0.013385918,0.012341551,0,0,0.013941807,0,0.013918355,0,0.013082232,0.012181216,0.012374545,0.012840422,0.012901819,0.013964344,0.012035398,0.012099435,0.01367378,0,0,0,0.013493731,0.012654083,0.013417114,0.013243041,0,0,0.013815145,0.012518224,0
0.038,0,0,0,0,0,0,0,0.011753111,0,0,0,0,0,0,0,0.19578852,0,0.116051713,0,0,0.169354622,0.130857496,0,0.149110941,0.199850354,0.215172824,0.216956302,0.210132315,0,0.117124319,0.013043009,0,0.012106188,0.012587243,0.013215651,0.013000069,0,0,0.013448661,0,0,0,0.012780189,0,0,0,0.013856134,0.013791572,0.013871648,0,0,0.012009304,0.012351403,0.013728759,0.012896341,0,0.013452052,0.013609705,0,0.012679521,0.013874097,0,0.012016425,0.01351947,0.012671632,0,0.013090147,0,0.013632046,0.01200243
0.039,0,0,0,0,0,0,0,0,0.011850429,0.01040653,0.169595359,0,0,0,0,0.146518703,0.188369158,0,0,0,0,0.116133312,0.122335145,0.210767785,0,0.122604511,0,0,0,0.215853832,0.013192265,0,0.013811518,0.013016564,0,0.013410558,0.013849739,0.013831961,0.013271998,0,0.012916196,0,0,0.012725059,0,0,0,0,0.013210822,0.013436751,0.012242459,0.013139024,0.01371062,0,0.012305388,0.013446544,0,0.013327243,0.012559431,0.012153223,0.012012766,0,0.013820439,0,0.012212296,0.013378063,0.013939829,0,0.012690616,0.013574456
0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197553426,0,0,0.113231108,0.178841046,0,0,0,0.203622999,0,0.129817285,0.139225831,0.172513375,0.219282812,0,0,0.206398925,0.012337486,0.013875757,0.012916895,0,0.012187739,0.012231225,0.01309665,0,0.012369007,0.013622377,0.013623127,0.013744841,0.013798894,0,0,0,0.013668968,0.01383773,0.013771107,0,0,0.012411421,0.012517808,0.013776123,0.012049804,0.013703408,0,0,0,0,0.013489722,0.013851982,0.012217538,0.012667941,0,0.012874108,0.012115192,0,0.012307015,0.012996852
0.041,0,0,0,0,0,0,0,0.010865803,0,0,0,0,0.119714152,0.197910855,0.16579989,0,0,0,0.114324988,0,0.173298209,0.169821586,0,0,0,0,0.216875796,0,0.153344234,0.164360258,0.013648349,0,0,0.012699365,0.012542147,0.013073277,0,0,0.012604489,0.01220052,0.012780628,0,0.012564153,0.013024013,0,0.012811002,0.0120745,0.013990865,0.013083824,0,0,0,0.012209814,0,0.01208097,0.013433813,0,0.012270929,0,0.012289101,0,0,0.013248127,0,0.013067019,0.013437544,0.012998744,0.013478354,0.013783983,0.013883206
0.042,0,0.010129863,0,0,0,0,0,0,0,0,0,0,0.168600566,0,0.101167734,0,0.170273616,0,0,0.207967961,0,0,0.210446029,0,0,0,0.188077923,0.182727452,0,0,0,0.012101374,0.012524625,0.012323705,0.012157396,0,0.01345636,0.012138905,0.012716298,0.013144026,0.012825213,0.012756078,0,0,0.012599593,0.012506175,0.013003816,0.0132366,0.013470244,0,0.012581679,0.013206489,0.012228987,0.013106532,0,0.012252312,0.01379741,0.01238094,0.012337361,0.013183574,0.013400415,0.01261219,0.013690062,0,0.012495779,0.013340333,0.012775115,0.013954554,0.013258694,0.01250188
0.043,0,0,0,0,0,0,0,0,0,0,0.206927971,0,0.168090172,0.184248182,0.154272653,0,0,0,0.17416009,0.202935348,0.103102126,0.15970098,0.133670601,0.205456624,0,0.139275608,0.180666657,0,0,0,0.012726189,0.012087886,0.012274547,0,0,0,0,0.012412963,0.012791482,0.013564713,0.013070129,0,0.013032544,0.012093376,0,0.013590212,0.013362812,0,0,0.012375389,0.012394743,0,0.012415715,0,0.012030736,0,0,0,0.01300206,0.013408799,0,0,0,0,0.012855909,0.013230028,0.012869277,0,0.013653825,0
0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205629301,0,0,0.176216996,0,0,0,0.18770863,0,0.219069087,0.19495097,0,0,0,0,0.164932231,0,0,0.012828277,0,0.012527232,0,0.012358803,0.013646963,0.012687604,0.013891137,0.013033334,0.013691099,0.012611486,0.013137921,0.013403039,0,0.013517825,0,0.013208676,0.013185474,0,0,0.012613985,0,0.013671429,0.012275069,0.012154081,0,0.012504019,0.01211834,0,0.012189588,0.012004426,0.013992642,0.012126492,0.012649973,0.01271369,0,0.012865268,0,0.01386223
