Time,U1_X,U1_Y,U2_X,U2_Y,U3_X,U3_Y,U4_X,U4_Y,U5_X,U5_Y,U6_X,U6_Y,U7_X,U7_Y,U8_X,U8_Y,U9_X,U9_Y,U10_X,U10_Y,e1_X,e1_Y,e2_X,e2_Y,e3_X,e3_Y,e4_X,e4_Y,e5_X,e5_Y,e6_X,e6_Y,e7_X,e7_Y,e8_X,e8_Y,e9_X,e9_Y,e10_X,e10_Y,e11_X,e11_Y,e12_X,e12_Y,e13_X,e13_Y,e14_X,e14_Y,e15_X,e15_Y,e16_X,e16_Y,e17_X,e17_Y,e18_X,e18_Y,e19_X,e19_Y,e20_X,e20_Y,m1_X,m1_Y,m2_X,m2_Y,m3_X,m3_Y,m4_X,m4_Y,m5_X,m5_Y,m6_X,m6_Y,m7_X,m7_Y,m8_X,m8_Y,m9_X,m9_Y,m10_X,m10_Y,m11_X,m11_Y,m12_X,m12_Y,m13_X,m13_Y,m14_X,m14_Y,m15_X,m15_Y,m16_X,m16_Y,m17_X,m17_Y,m18_X,m18_Y,m19_X,m19_Y,m20_X,m20_Y,m21_X,m21_Y,m22_X,m22_Y,m23_X,m23_Y,m24_X,m24_Y,m25_X,m25_Y,m26_X,m26_Y,m27_X,m27_Y,m28_X,m28_Y,m29_X,m29_Y,m30_X,m30_Y,m31_X,m31_Y,m32_X,m32_Y,m33_X,m33_Y,m34_X,m34_Y,m35_X,m35_Y,m36_X,m36_Y,m37_X,m37_Y,m38_X,m38_Y,m39_X,m39_Y,m40_X,m40_Y
0.245,604.3969772,-397.6184082,-509.0252586,-560.7961255,-396.8808286,-124.5170105,438.2261615,655.7529443,-777.0844846,64.80251932,-259.2891572,138.5143579,684.9899646,-185.4008916,94.94544978,-125.7654494,31.72199132,-665.6769478,-276.8648382,-408.7376819,658.3971801,135.980562,141.9639591,96.3152946,-270.5477775,607.7019731,-139.4248023,57.41189147,197.0744127,-669.6432544,-528.9531449,185.7499988,19.4379647,-671.071092,-369.1037355,-543.632977,-273.5720185,2.221009138,-400.9400928,-235.8390929,-24.6528541,692.9579572,520.1772796,-424.0548363,382.6041483,454.6901512,219.0017371,-339.3222975,31.58262936,720.2467969,155.8282836,449.3401673,-620.5522384,106.8634862,-629.3758381,-372.989281,-170.961142,744.3612235,-509.868193,473.0087143,207.5537428,73.21878676,646.4976023,-284.2952433,-591.9934462,115.345721,243.5572413,395.3279595,-439.0158924,-79.37082216,-50.67111998,618.4369723,-7.947423441,-664.0315383,30.71597655,229.4702473,142.9619697,-277.5752587,703.8223929,376.6980907,254.0566147,-61.94355919,289.1747062,-642.3778659,-187.8948049,137.1404235,-649.9419629,298.7812975,-29.3993246,340.0609328,200.835239,-216.1328349,363.8704827,468.4366193,-374.1642786,508.2115464,450.4442285,233.2072425,113.3547376,257.3025853,492.0242226,158.4819327,-776.5659828,44.62842709,376.0442041,-272.9592935,50.21463633,-261.8146518,-323.5673935,223.4239813,271.8090032,-103.5628388,564.4649756,222.8191543,205.889207,-428.6158016,80.71641592,144.7036568,-410.2714586,-547.8048305,-169.7913388,566.5516115,-134.4402624,-320.4466073,-342.0040213,-344.9612061,205.8382471,-98.05586715,-513.678031,218.9875693,-442.4035769,-23.67760187,200.929656,-695.0664232,185.5044234,-455.9107978,439.5795826,-177.3421494,-426.3966774,-413.0020973
0.246,604.417924,-397.5969318,-509.0007185,-560.7788691,-396.8518916,-124.5249255,438.2556509,655.7474327,-777.0751638,64.774004,-259.2632647,138.4992062,684.9732177,-185.4257822,94.9729065,-125.7775377,31.72069722,-665.7069199,-276.850582,-408.7112857,658.3954966,135.9904193,141.9684125,96.30634096,-270.5382626,607.6988962,-139.4321586,57.41866523,197.0782759,-669.6340308,-528.9592086,185.742047,19.43633677,-671.0612254,-369.0985165,-543.6244469,-273.5623366,2.21850666,-400.9384548,-235.829228,-24.6628471,692.957583,520.1869543,-424.0573663,382.610062,454.6982152,219.0014681,-339.3123011,31.59165784,720.2424973,155.8282155,449.3501671,-620.5582003,106.8715147,-629.385354,-372.9923547,-170.9606898,744.3512337,-509.8772987,473.0045808,207.5527614,73.21859446,646.4982873,-284.2945147,-591.992449,115.3457958,243.557516,395.3269979,-439.0153869,-79.36995935,-50.67168684,618.4361485,-7.948375544,-664.0312325,30.71683193,229.4697293,142.9609986,-277.5754973,703.8214571,376.6984431,254.0576143,-61.94353008,289.1753847,-642.3786005,-187.8948669,137.1414216,-649.9411164,298.7807651,-29.39871438,340.061725,200.8343618,-216.133315,363.8710858,468.4358216,-374.1652752,508.2114632,450.4442918,233.2082405,113.3548007,257.3035833,492.0250415,158.4813588,-776.5669805,44.62849456,376.043523,-272.9585613,50.21386687,-261.8140131,-323.5665716,223.424551,271.8099655,-103.5631109,564.4650711,222.8201497,205.8902023,-428.6157049,80.71582364,144.702851,-410.2724114,-547.804527,-169.7913721,566.5506121,-134.4398567,-320.4456933,-342.0038325,-344.9621881,205.838408,-98.05685413,-513.6789756,218.9878975,-442.4045746,-23.67766949,200.9290397,-695.0672107,185.5034446,-455.9110026,439.5802939,-177.3428523,-426.3975315,-413.0026174
0.247,604.4388707,-397.5754555,-508.9761784,-560.7616127,-396.8229545,-124.5328404,438.2851402,655.741921,-777.065843,64.74548869,-259.2373721,138.4840545,684.9564709,-185.4506728,95.00036323,-125.7896261,31.71940313,-665.7368919,-276.8363258,-408.6848895,658.393813,136.0002765,141.9728658,96.29738732,-270.5287477,607.6958193,-139.439515,57.425439,197.0821391,-669.6248071,-528.9652722,185.7340951,19.43470885,-671.0513588,-369.0932976,-543.6159168,-273.5526548,2.216004182,-400.9368167,-235.8193631,-24.6728401,692.9572088,520.196629,-424.0598963,382.6159756,454.7062792,219.0011991,-339.3023048,31.60068631,720.2381977,155.8281474,449.3601668,-620.5641622,106.8795431,-629.3948699,-372.9954283,-170.9602375,744.341244,-509.8864044,473.0004472,207.5517801,73.21840215,646.4989723,-284.2937861,-591.9914518,115.3458705,243.5577907,395.3260364,-439.0148813,-79.36909654,-50.6722537,618.4353246,-7.949327646,-664.0309267,30.71768731,229.4692113,142.9600275,-277.5757359,703.8205212,376.6987955,254.0586139,-61.94350097,289.1760633,-642.3793351,-187.8949289,137.1424197,-649.9402699,298.7802328,-29.39810415,340.0625173,200.8334846,-216.1337951,363.8716889,468.4350239,-374.1662717,508.2113801,450.4443551,233.2092385,113.3548638,257.3045813,492.0258604,158.4807849,-776.5679783,44.62856204,376.0428419,-272.9578291,50.2130974,-261.8133745,-323.5657497,223.4251206,271.8109277,-103.563383,564.4651666,222.8211451,205.8911977,-428.6156083,80.71523137,144.7020453,-410.2733642,-547.8042235,-169.7914055,566.5496126,-134.439451,-320.4447793,-342.0036437,-344.9631701,205.8385688,-98.0578411,-513.6799202,218.9882257,-442.4055723,-23.67773712,200.9284234,-695.0679982,185.5024658,-455.9112074,439.5810051,-177.3435552,-426.3983856,-413.0031374
0.248,604.4598175,-397.5539791,-508.9516382,-560.7443563,-396.7940174,-124.5407554,438.3146296,655.7364094,-777.0565223,64.71697338,-259.2114796,138.4689027,684.939724,-185.4755634,95.02781995,-125.8017144,31.71810903,-665.766864,-276.8220696,-408.6584932,658.3921294,136.0101338,141.9773192,96.28843369,-270.5192329,607.6927424,-139.4468714,57.43221276,197.0860023,-669.6155835,-528.9713359,185.7261433,19.43308092,-671.0414922,-369.0880786,-543.6073868,-273.542973,2.213501704,-400.9351787,-235.8094982,-24.68283309,692.9568346,520.2063036,-424.0624263,382.6218893,454.7143432,219.0009301,-339.2923084,31.60971478,720.2338981,155.8280793,449.3701666,-620.5701241,106.8875716,-629.4043858,-372.998502,-170.9597853,744.3312542,-509.8955101,472.9963136,207.5507988,73.21820985,646.4996573,-284.2930576,-591.9904546,115.3459452,243.5580654,395.3250749,-439.0143758,-79.36823373,-50.67282056,618.4345008,-7.950279749,-664.0306209,30.71854269,229.4686933,142.9590564,-277.5759744,703.8195854,376.699148,254.0596134,-61.94347185,289.1767418,-642.3800696,-187.8949908,137.1434178,-649.9394234,298.7797004,-29.39749392,340.0633095,200.8326074,-216.1342752,363.872292,468.4342262,-374.1672683,508.2112969,450.4444184,233.2102364,113.3549268,257.3055793,492.0266794,158.480211,-776.568976,44.62862951,376.0421608,-272.9570969,50.21232793,-261.8127358,-323.5649278,223.4256902,271.81189,-103.5636552,564.4652621,222.8221405,205.892193,-428.6155117,80.7146391,144.7012396,-410.2743171,-547.80392,-169.7914388,566.5486132,-134.4390453,-320.4438653,-342.0034549,-344.9641521,205.8387297,-98.05882808,-513.6808648,218.9885538,-442.40657,-23.67780475,200.9278071,-695.0687857,185.501487,-455.9114122,439.5817164,-177.3442581,-426.3992398,-413.0036575
0.249,604.4807642,-397.5325028,-508.9270981,-560.7271,-396.7650804,-124.5486703,438.3441189,655.7308977,-777.0472015,64.68845806,-259.185587,138.453751,684.9229772,-185.5004541,95.05527667,-125.8138028,31.71681493,-665.7968361,-276.8078134,-408.632097,658.3904459,136.0199911,141.9817725,96.27948005,-270.509718,607.6896655,-139.4542277,57.43898652,197.0898655,-669.6063598,-528.9773996,185.7181915,19.43145299,-671.0316256,-369.0828596,-543.5988567,-273.5332912,2.210999227,-400.9335407,-235.7996332,-24.69282609,692.9564604,520.2159783,-424.0649563,382.627803,454.7224073,219.000661,-339.282312,31.61874326,720.2295984,155.8280112,449.3801664,-620.576086,106.8956,-629.4139018,-373.0015756,-170.959333,744.3212644,-509.9046158,472.9921801,207.5498174,73.21801755,646.5003422,-284.292329,-591.9894574,115.3460199,243.55834,395.3241133,-439.0138703,-79.36737092,-50.67338742,618.433677,-7.951231852,-664.0303151,30.71939806,229.4681753,142.9580852,-277.576213,703.8186495,376.6995004,254.060613,-61.94344274,289.1774204,-642.3808042,-187.8950528,137.1444159,-649.9385769,298.779168,-29.39688369,340.0641017,200.8317302,-216.1347554,363.8728951,468.4334285,-374.1682648,508.2112138,450.4444817,233.2112344,113.3549899,257.3065773,492.0274983,158.4796371,-776.5699737,44.62869699,376.0414797,-272.9563647,50.21155847,-261.8120971,-323.5641059,223.4262598,271.8128523,-103.5639273,564.4653576,222.823136,205.8931883,-428.615415,80.71404683,144.7004338,-410.2752699,-547.8036165,-169.7914722,566.5476137,-134.4386396,-320.4429513,-342.0032661,-344.9651341,205.8388905,-98.05981506,-513.6818094,218.988882,-442.4075677,-23.67787238,200.9271908,-695.0695733,185.5005082,-455.911617,439.5824277,-177.344961,-426.4000939,-413.0041775
0.25,604.5017109,-397.5110264,-508.902558,-560.7098436,-396.7361433,-124.5565853,438.3736083,655.7253861,-777.0378807,64.65994275,-259.1596944,138.4385992,684.9062304,-185.5253447,95.08273339,-125.8258912,31.71552083,-665.8268082,-276.7935572,-408.6057008,658.3887623,136.0298483,141.9862259,96.27052641,-270.5002031,607.6865886,-139.4615841,57.44576028,197.0937288,-669.5971362,-528.9834633,185.7102396,19.42982507,-671.021759,-369.0776406,-543.5903266,-273.5236094,2.208496749,-400.9319027,-235.7897683,-24.70281908,692.9560862,520.2256529,-424.0674863,382.6337167,454.7304713,219.000392,-339.2723156,31.62777173,720.2252988,155.8279431,449.3901661,-620.5820479,106.9036284,-629.4234177,-373.0046493,-170.9588808,744.3112747,-509.9137215,472.9880465,207.5488361,73.21782525,646.5010272,-284.2916004,-591.9884602,115.3460946,243.5586147,395.3231518,-439.0133648,-79.36650811,-50.67395428,618.4328532,-7.952183954,-664.0300094,30.72025344,229.4676573,142.9571141,-277.5764516,703.8177137,376.6998528,254.0616126,-61.94341363,289.1780989,-642.3815387,-187.8951148,137.1454139,-649.9377304,298.7786356,-29.39627346,340.0648939,200.830853,-216.1352355,363.8734981,468.4326309,-374.1692613,508.2111306,450.444545,233.2122324,113.355053,257.3075753,492.0283172,158.4790632,-776.5709714,44.62876447,376.0407986,-272.9556325,50.210789,-261.8114584,-323.563284,223.4268294,271.8138145,-103.5641995,564.4654531,222.8241314,205.8941836,-428.6153184,80.71345455,144.6996281,-410.2762228,-547.8033131,-169.7915055,566.5466143,-134.4382338,-320.4420373,-342.0030773,-344.9661161,205.8390514,-98.06080204,-513.682754,218.9892102,-442.4085654,-23.67794001,200.9265746,-695.0703608,185.4995293,-455.9118217,439.583139,-177.3456639,-426.400948,-413.0046976
0.251,604.5226577,-397.48955,-508.8780179,-560.6925872,-396.7072062,-124.5645002,438.4030976,655.7198745,-777.0285599,64.63142743,-259.1338019,138.4234475,684.8894835,-185.5502353,95.11019012,-125.8379795,31.71422674,-665.8567803,-276.779301,-408.5793045,658.3870788,136.0397056,141.9906792,96.26157278,-270.4906883,607.6835117,-139.4689405,57.45253405,197.097592,-669.5879126,-528.9895269,185.7022878,19.42819714,-671.0118924,-369.0724216,-543.5817966,-273.5139275,2.205994271,-400.9302646,-235.7799034,-24.71281208,692.955712,520.2353276,-424.0700163,382.6396304,454.7385353,219.000123,-339.2623192,31.6368002,720.2209992,155.827875,449.4001659,-620.5880097,106.9116569,-629.4329336,-373.0077229,-170.9584286,744.3012849,-509.9228272,472.983913,207.5478548,73.21763295,646.5017122,-284.2908719,-591.987463,115.3461693,243.5588894,395.3221902,-439.0128592,-79.3656453,-50.67452114,618.4320294,-7.953136057,-664.0297036,30.72110882,229.4671393,142.956143,-277.5766902,703.8167779,376.7002053,254.0626122,-61.94338451,289.1787775,-642.3822733,-187.8951768,137.146412,-649.9368839,298.7781032,-29.39566324,340.0656862,200.8299758,-216.1357156,363.8741012,468.4318332,-374.1702579,508.2110475,450.4446084,233.2132304,113.3551161,257.3085733,492.0291362,158.4784893,-776.5719691,44.62883194,376.0401175,-272.9549003,50.21001953,-261.8108197,-323.5624621,223.427399,271.8147768,-103.5644716,564.4655485,222.8251268,205.8951789,-428.6152218,80.71286228,144.6988224,-410.2771756,-547.8030096,-169.7915388,566.5456149,-134.4378281,-320.4411233,-342.0028886,-344.9670982,205.8392122,-98.06178902,-513.6836987,218.9895384,-442.4095631,-23.67800763,200.9259583,-695.0711483,185.4985505,-455.9120265,439.5838503,-177.3463669,-426.4018022,-413.0052176
0.252,604.5436044,-397.4680737,-508.8534778,-560.6753308,-396.6782692,-124.5724152,438.432587,655.7143628,-777.0192392,64.60291212,-259.1079093,138.4082957,684.8727367,-185.5751259,95.13764684,-125.8500679,31.71293264,-665.8867523,-276.7650448,-408.5529083,658.3853952,136.0495628,141.9951326,96.25261914,-270.4811734,607.6804348,-139.4762968,57.45930781,197.1014552,-669.5786889,-528.9955906,185.6943359,19.42656922,-671.0020258,-369.0672026,-543.5732665,-273.5042457,2.203491793,-400.9286266,-235.7700384,-24.72280508,692.9553378,520.2450023,-424.0725463,382.645544,454.7465993,218.999854,-339.2523229,31.64582868,720.2166996,155.8278069,449.4101657,-620.5939716,106.9196853,-629.4424495,-373.0107966,-170.9579763,744.2912951,-509.9319329,472.9797794,207.5468734,73.21744065,646.5023972,-284.2901433,-591.9864658,115.346244,243.559164,395.3212287,-439.0123537,-79.36478249,-50.675088,618.4312056,-7.954088159,-664.0293978,30.7219642,229.4666213,142.9551719,-277.5769288,703.815842,376.7005577,254.0636117,-61.9433554,289.179456,-642.3830078,-187.8952387,137.1474101,-649.9360374,298.7775708,-29.39505301,340.0664784,200.8290986,-216.1361958,363.8747043,468.4310355,-374.1712544,508.2109643,450.4446717,233.2142284,113.3551792,257.3095714,492.0299551,158.4779154,-776.5729669,44.62889942,376.0394364,-272.9541681,50.20925007,-261.810181,-323.5616402,223.4279687,271.815739,-103.5647437,564.465644,222.8261223,205.8961743,-428.6151251,80.71227001,144.6980166,-410.2781284,-547.8027061,-169.7915722,566.5446154,-134.4374224,-320.4402093,-342.0026998,-344.9680802,205.8393731,-98.06277599,-513.6846433,218.9898665,-442.4105608,-23.67807526,200.925342,-695.0719358,185.4975717,-455.9122313,439.5845616,-177.3470698,-426.4026563,-413.0057377
0.253,604.5645512,-397.4465973,-508.8289377,-560.6580744,-396.6493321,-124.5803301,438.4620763,655.7088512,-777.0099184,64.5743968,-259.0820168,138.393144,684.8559898,-185.6000166,95.16510356,-125.8621562,31.71163854,-665.9167244,-276.7507886,-408.5265121,658.3837116,136.0594201,141.999586,96.2436655,-270.4716585,607.6773579,-139.4836532,57.46608157,197.1053184,-669.5694653,-529.0016543,185.6863841,19.42494129,-670.9921592,-369.0619836,-543.5647364,-273.4945639,2.200989315,-400.9269886,-235.7601735,-24.73279807,692.9549636,520.2546769,-424.0750763,382.6514577,454.7546633,218.9995849,-339.2423265,31.65485715,720.2124,155.8277388,449.4201654,-620.5999335,106.9277138,-629.4519654,-373.0138702,-170.9575241,744.2813054,-509.9410386,472.9756459,207.5458921,73.21724835,646.5030821,-284.2894147,-591.9854686,115.3463187,243.5594387,395.3202672,-439.0118482,-79.36391968,-50.67565486,618.4303818,-7.955040262,-664.029092,30.72281957,229.4661033,142.9542008,-277.5771674,703.8149062,376.7009101,254.0646113,-61.94332628,289.1801346,-642.3837424,-187.8953007,137.1484082,-649.9351909,298.7770384,-29.39444278,340.0672706,200.8282214,-216.1366759,363.8753074,468.4302378,-374.1722509,508.2108812,450.444735,233.2152264,113.3552423,257.3105694,492.030774,158.4773415,-776.5739646,44.6289669,376.0387554,-272.9534359,50.2084806,-261.8095423,-323.5608183,223.4285383,271.8167013,-103.5650159,564.4657395,222.8271177,205.8971696,-428.6150285,80.71167774,144.6972109,-410.2790813,-547.8024026,-169.7916055,566.543616,-134.4370167,-320.4392953,-342.002511,-344.9690622,205.839534,-98.06376297,-513.6855879,218.9901947,-442.4115585,-23.67814289,200.9247257,-695.0727234,185.4965929,-455.9124361,439.5852728,-177.3477727,-426.4035104,-413.0062578
0.254,604.5854979,-397.425121,-508.8043976,-560.640818,-396.6203951,-124.5882451,438.4915657,655.7033395,-777.0005976,64.54588149,-259.0561242,138.3779923,684.839243,-185.6249072,95.19256028,-125.8742446,31.71034444,-665.9466965,-276.7365324,-408.5001159,658.3820281,136.0692774,142.0040393,96.23471187,-270.4621437,607.674281,-139.4910096,57.47285534,197.1091817,-669.5602416,-529.007718,185.6784322,19.42331336,-670.9822926,-369.0567646,-543.5562064,-273.4848821,2.198486838,-400.9253505,-235.7503086,-24.74279107,692.9545894,520.2643516,-424.0776063,382.6573714,454.7627273,218.9993159,-339.2323301,31.66388563,720.2081004,155.8276707,449.4301652,-620.6058954,106.9357422,-629.4614813,-373.0169439,-170.9570718,744.2713156,-509.9501443,472.9715123,207.5449108,73.21705604,646.5037671,-284.2886862,-591.9844714,115.3463935,243.5597134,395.3193056,-439.0113426,-79.36305687,-50.67622172,618.4295579,-7.955992364,-664.0287862,30.72367495,229.4655853,142.9532296,-277.577406,703.8139703,376.7012625,254.0656109,-61.94329717,289.1808131,-642.384477,-187.8953627,137.1494062,-649.9343444,298.776506,-29.39383255,340.0680628,200.8273442,-216.137156,363.8759105,468.4294402,-374.1732475,508.210798,450.4447983,233.2162244,113.3553054,257.3115674,492.0315929,158.4767676,-776.5749623,44.62903437,376.0380743,-272.9527037,50.20771114,-261.8089036,-323.5599964,223.4291079,271.8176635,-103.565288,564.465835,222.8281131,205.8981649,-428.6149319,80.71108547,144.6964051,-410.2800341,-547.8020991,-169.7916389,566.5426165,-134.436611,-320.4383813,-342.0023222,-344.9700442,205.8396948,-98.06474995,-513.6865325,218.9905229,-442.4125562,-23.67821052,200.9241094,-695.0735109,185.4956141,-455.9126409,439.5859841,-177.3484756,-426.4043645,-413.0067778
0.255,604.6064447,-397.4036446,-508.7798575,-560.6235616,-396.591458,-124.59616,438.521055,655.6978279,-776.9912768,64.51736618,-259.0302316,138.3628405,684.8224961,-185.6497978,95.220017,-125.886333,31.70905035,-665.9766686,-276.7222763,-408.4737196,658.3803445,136.0791346,142.0084927,96.22575823,-270.4526288,607.6712041,-139.4983659,57.4796291,197.1130449,-669.551018,-529.0137816,185.6704804,19.42168544,-670.972426,-369.0515456,-543.5476763,-273.4752003,2.19598436,-400.9237125,-235.7404436,-24.75278406,692.9542152,520.2740263,-424.0801363,382.6632851,454.7707914,218.9990469,-339.2223337,31.6729141,720.2038008,155.8276026,449.440165,-620.6118573,106.9437707,-629.4709973,-373.0200175,-170.9566196,744.2613258,-509.95925,472.9673788,207.5439294,73.21686374,646.5044521,-284.2879576,-591.9834741,115.3464682,243.5599881,395.3183441,-439.0108371,-79.36219406,-50.67678858,618.4287341,-7.956944467,-664.0284805,30.72453033,229.4650672,142.9522585,-277.5776446,703.8130345,376.701615,254.0666105,-61.94326806,289.1814917,-642.3852115,-187.8954247,137.1504043,-649.9334979,298.7759737,-29.39322233,340.0688551,200.826467,-216.1376361,363.8765136,468.4286425,-374.174244,508.2107148,450.4448616,233.2172224,113.3553685,257.3125654,492.0324119,158.4761937,-776.57596,44.62910185,376.0373932,-272.9519715,50.20694167,-261.808265,-323.5591744,223.4296775,271.8186258,-103.5655602,564.4659305,222.8291086,205.8991602,-428.6148353,80.71049319,144.6955994,-410.2809869,-547.8017956,-169.7916722,566.5416171,-134.4362053,-320.4374673,-342.0021334,-344.9710262,205.8398557,-98.06573693,-513.6874771,218.990851,-442.413554,-23.67827815,200.9234931,-695.0742984,185.4946353,-455.9128457,439.5866954,-177.3491785,-426.4052187,-413.0072979
0.256,604.6273914,-397.3821682,-508.7553174,-560.6063052,-396.5625209,-124.604075,438.5505444,655.6923162,-776.9819561,64.48885086,-259.0043391,138.3476888,684.8057493,-185.6746885,95.24747373,-125.8984213,31.70775625,-666.0066406,-276.7080201,-408.4473234,658.3786609,136.0889919,142.012946,96.21680459,-270.4431139,607.6681272,-139.5057223,57.48640286,197.1169081,-669.5417944,-529.0198453,185.6625285,19.42005751,-670.9625594,-369.0463266,-543.5391462,-273.4655185,2.193481882,-400.9220745,-235.7305787,-24.76277706,692.953841,520.2837009,-424.0826663,382.6691988,454.7788554,218.9987779,-339.2123373,31.68194257,720.1995012,155.8275345,449.4501647,-620.6178192,106.9517991,-629.4805132,-373.0230912,-170.9561673,744.2513361,-509.9683557,472.9632452,207.5429481,73.21667144,646.5051371,-284.287229,-591.9824769,115.3465429,243.5602627,395.3173825,-439.0103316,-79.36133126,-50.67735544,618.4279103,-7.95789657,-664.0281747,30.7253857,229.4645492,142.9512874,-277.5778832,703.8120987,376.7019674,254.06761,-61.94323894,289.1821702,-642.3859461,-187.8954867,137.1514024,-649.9326514,298.7754413,-29.3926121,340.0696473,200.8255898,-216.1381163,363.8771167,468.4278448,-374.1752406,508.2106317,450.4449249,233.2182204,113.3554316,257.3135634,492.0332308,158.4756198,-776.5769577,44.62916933,376.0367121,-272.9512393,50.2061722,-261.8076263,-323.5583525,223.4302471,271.8195881,-103.5658323,564.466026,222.830104,205.9001555,-428.6147386,80.70990092,144.6947937,-410.2819398,-547.8014921,-169.7917055,566.5406176,-134.4357995,-320.4365533,-342.0019446,-344.9720083,205.8400165,-98.06672391,-513.6884218,218.9911792,-442.4145517,-23.67834577,200.9228768,-695.0750859,185.4936565,-455.9130505,439.5874067,-177.3498814,-426.4060728,-413.0078179
0.257,604.6483381,-397.3606919,-508.7307772,-560.5890488,-396.5335839,-124.6119899,438.5800337,655.6868046,-776.9726353,64.46033555,-258.9784465,138.332537,684.7890025,-185.6995791,95.27493045,-125.9105097,31.70646215,-666.0366127,-276.6937639,-408.4209272,658.3769774,136.0988492,142.0173994,96.20785095,-270.4335991,607.6650503,-139.5130787,57.49317662,197.1207713,-669.5325707,-529.025909,185.6545767,19.41842958,-670.9526928,-369.0411076,-543.5306162,-273.4558366,2.190979404,-400.9204365,-235.7207138,-24.77277006,692.9534667,520.2933756,-424.0851963,382.6751125,454.7869194,218.9985088,-339.2023409,31.69097105,720.1952015,155.8274664,449.4601645,-620.6237811,106.9598275,-629.4900291,-373.0261648,-170.9557151,744.2413463,-509.9774614,472.9591117,207.5419668,73.21647914,646.505822,-284.2865005,-591.9814797,115.3466176,243.5605374,395.316421,-439.0098261,-79.36046845,-50.6779223,618.4270865,-7.958848672,-664.0278689,30.72624108,229.4640312,142.9503163,-277.5781218,703.8111628,376.7023198,254.0686096,-61.94320983,289.1828487,-642.3866806,-187.8955486,137.1524005,-649.9318048,298.7749089,-29.39200187,340.0704395,200.8247126,-216.1385964,363.8777197,468.4270471,-374.1762371,508.2105485,450.4449883,233.2192184,113.3554946,257.3145614,492.0340497,158.4750459,-776.5779555,44.6292368,376.036031,-272.9505071,50.20540274,-261.8069876,-323.5575306,223.4308168,271.8205503,-103.5661044,564.4661215,222.8310994,205.9011509,-428.614642,80.70930865,144.6939879,-410.2828926,-547.8011886,-169.7917389,566.5396182,-134.4353938,-320.4356393,-342.0017559,-344.9729903,205.8401774,-98.06771088,-513.6893664,218.9915074,-442.4155494,-23.6784134,200.9222606,-695.0758734,185.4926777,-455.9132553,439.588118,-177.3505843,-426.4069269,-413.008338
0.258,604.6692849,-397.3392155,-508.7062371,-560.5717925,-396.5046468,-124.6199049,438.6095231,655.681293,-776.9633145,64.43182023,-258.952554,138.3173853,684.7722556,-185.7244697,95.30238717,-125.922598,31.70516805,-666.0665848,-276.6795077,-408.3945309,658.3752938,136.1087064,142.0218527,96.19889732,-270.4240842,607.6619734,-139.520435,57.49995039,197.1246346,-669.5233471,-529.0319727,185.6466249,19.41680166,-670.9428262,-369.0358886,-543.5220861,-273.4461548,2.188476926,-400.9187984,-235.7108488,-24.78276305,692.9530925,520.3030503,-424.0877263,382.6810261,454.7949834,218.9982398,-339.1923446,31.69999952,720.1909019,155.8273983,449.4701643,-620.629743,106.967856,-629.499545,-373.0292385,-170.9552628,744.2313565,-509.9865671,472.9549781,207.5409854,73.21628684,646.506507,-284.2857719,-591.9804825,115.3466923,243.5608121,395.3154595,-439.0093205,-79.35960564,-50.67848916,618.4262627,-7.959800775,-664.0275631,30.72709646,229.4635132,142.9493452,-277.5783603,703.810227,376.7026722,254.0696092,-61.94318072,289.1835273,-642.3874152,-187.8956106,137.1533986,-649.9309583,298.7743765,-29.39139164,340.0712317,200.8238354,-216.1390765,363.8783228,468.4262495,-374.1772336,508.2104654,450.4450516,233.2202164,113.3555577,257.3155594,492.0348687,158.474472,-776.5789532,44.62930428,376.0353499,-272.9497749,50.20463327,-261.8063489,-323.5567087,223.4313864,271.8215126,-103.5663766,564.4662169,222.8320949,205.9021462,-428.6145454,80.70871638,144.6931822,-410.2838454,-547.8008851,-169.7917722,566.5386187,-134.4349881,-320.4347253,-342.0015671,-344.9739723,205.8403382,-98.06869786,-513.690311,218.9918356,-442.4165471,-23.67848103,200.9216443,-695.076661,185.4916989,-455.9134601,439.5888293,-177.3512872,-426.4077811,-413.008858
