Time,U1,U2,U3,U4,U5,U6,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,m27,m28,m29,m30
0.01,33.48689969,66.40708595,55.00386416,54.07977541,70.94355396,60.70174311,40.84226974,33.50294695,54.87532173,64.35474596,50.17044173,41.70859361,63.74843684,68.73884993,58.60729457,65.33578743,58.06082098,69.61139173,72.98718792,64.21485046,60.92701304,25.32700449,70.9491986,56.24407303,64.75573774,63.51912758,56.15567216,64.41591273,53.52748939,78.6725695,61.51841413,48.06629229,70.53017214,69.26588652,54.7810736,55.12847811,54.54329417,43.68722924,65.1621374,71.42091894,49.83610395,40.47525631,62.32527187,70.30581927,59.62608508,32.3870702,47.08591375,68.64280893
0.011,52.33644828,76.67680408,53.99259583,53.00482297,66.77094225,81.21163641,54.63017442,45.60694621,59.49336694,69.2655431,57.50962636,53.71716902,77.29320232,45.32471991,59.30431051,66.24240574,73.45925899,67.93242397,68.95044185,61.3581022,73.83546596,48.67509051,65.25121046,45.60583731,61.94098991,69.92267543,62.86741684,78.44742217,55.01864643,73.95273633,56.03466642,41.89265046,56.846535,72.26045528,79.07434399,60.19694671,65.93050732,53.14598336,39.60407771,63.14015055,47.57330804,45.74484179,61.92758825,76.99293604,70.49549703,48.84215704,67.64997741,46.10144261
0.012,41.15005127,70.25031404,59.96221668,66.15565054,79.60725916,55.76022388,35.83556528,50.57459966,52.64055031,69.75553142,59.51248213,41.92252198,72.17464125,55.65423706,62.72050047,74.07305804,68.66498589,63.08174961,61.4437423,62.60476281,71.7853431,56.69674401,73.46150066,55.1523592,68.10361201,46.86479315,63.18054962,79.71383827,74.52558949,68.02266038,44.93609903,42.73226961,60.75135808,63.70610883,65.9733397,58.19879084,50.85568659,54.79148782,29.3314585,72.38829705,49.30674107,61.53422792,63.92122482,80.0365006,62.21925574,51.25835951,64.5870921,63.21068077
0.013,43.84547174,74.57000873,57.11876545,58.02956181,66.0643097,60.47508215,52.84877156,60.72368856,59.16119552,62.7347526,55.8617104,53.37958642,57.26873293,59.46007754,60.66043394,78.77618733,47.76851938,67.44656202,54.00513216,57.14794417,68.06229099,39.58964061,61.19609897,56.32911332,63.52736296,69.08147729,55.86384886,70.91600065,73.18079683,65.87837994,55.89139392,32.12105542,68.21217591,76.75729564,59.29926174,81.19750004,54.29606654,68.31395609,45.33447733,66.33343251,52.28108156,43.79658631,61.59989928,68.87934644,61.87413218,43.41307028,54.65660259,64.08862489
0.014,37.62755577,61.80742696,54.88908579,67.55455821,64.93525637,60.55866227,55.808969,57.52439085,49.18645856,47.18911717,50.42989622,69.06624499,74.48948313,48.04709647,49.42413931,72.81068881,53.68236779,58.51205847,75.94532481,71.93092721,77.88758305,34.60943201,59.37604156,39.35412436,56.29563081,70.31151732,86.42486414,77.12179062,71.70015541,62.4440678,39.35626251,36.23434621,64.08514318,73.43873669,59.8075644,71.84685146,61.71419163,44.83966487,55.82868387,49.16454833,44.64663218,52.77336691,64.93172161,54.22256249,51.12271381,40.09675522,54.05537022,74.42577789
0.015,34.57230626,70.56033822,53.29073376,74.14460031,59.87767381,52.94921283,53.66820617,44.17931786,57.62731931,60.10320843,58.32420669,50.67262673,79.62520494,56.64812428,56.14326709,74.76824582,70.98093209,70.10662191,59.77278715,59.72060914,66.44525714,44.69509451,54.22420196,32.91679319,60.742063,57.06223814,70.5887053,56.80773045,68.57416698,83.04516991,53.00750888,38.91145771,71.45065245,74.44705118,69.25527658,73.62962266,40.93807814,60.0539579,48.5479684,54.05135505,67.06348646,46.05492563,62.05008244,87.90403576,54.66330126,43.49835884,70.95082074,74.98314506
0.016,34.38564128,61.68799305,70.20641381,61.54891904,78.57817714,63.0530673,55.76553444,58.52041449,54.47100283,66.28308765,46.41412507,59.84350501,60.18769148,55.42592632,46.07176639,73.92766224,58.21229288,71.77599552,74.18614155,73.47703371,79.95336325,46.8629925,65.25491524,52.07946032,56.89743409,62.25050391,72.82190209,75.28884613,72.83991604,60.48677309,72.35363212,40.47819154,71.51439622,68.02070395,65.70508926,74.53079372,52.16513236,64.57739147,53.07787684,60.3657936,41.80285827,61.01657211,58.75498636,69.34836679,75.19538619,53.28187186,64.04034082,81.44174869
0.017,51.30172362,73.15587839,79.40482904,67.66439236,79.89929888,60.66668963,46.18741133,51.86652032,58.19903491,56.67259805,62.40080288,52.4421345,72.82841961,57.40367909,53.88727491,61.6676917,52.10810702,62.72096237,63.20648562,64.94639567,61.85585801,46.85180208,58.50044638,56.85468952,74.40374382,66.61079474,67.78102124,73.66372987,71.63119865,80.91619876,61.44366511,51.29606825,67.08989373,59.73693561,68.74489328,73.9771124,57.12898387,65.28974164,34.10572295,60.10038134,46.94971322,59.14237164,44.51336563,76.68759102,67.04640483,51.34723084,63.05515427,56.46560736
0.018,49.31897736,73.85667617,68.00479215,65.49256906,68.01375138,60.82692286,40.58497446,66.8933047,43.67025189,67.248471,42.76239504,59.32244767,55.01807082,66.35623106,58.63059492,72.62672615,55.13778337,64.52791112,59.25996064,71.37819775,70.31034537,45.17044724,61.75464901,59.60191991,69.24579082,58.30265922,65.88136119,72.2875814,67.55630256,67.13152741,47.7903419,34.45437121,68.87231833,52.44336165,61.18968335,57.20243355,54.53374957,45.34796474,48.84001239,66.36112192,59.44036689,62.92728457,62.61227795,70.64156823,59.30845189,42.19216893,68.59993225,71.83597442
0.019,35.7105659,52.03594603,69.37448567,57.12615169,62.21834589,64.56222029,38.5821686,58.51766548,63.46333993,63.42306978,58.47043949,50.08140337,67.14175025,61.88992924,41.43619146,66.93993007,49.26397206,55.49861576,51.55217592,62.81208334,71.55970569,30.08429164,58.8043494,42.10568505,73.76008298,59.39136558,75.81091681,60.73719026,57.55625428,70.86079077,48.35236439,49.67723531,57.54492255,67.82269675,63.32563651,82.57864548,54.36268776,72.20071844,44.10068487,53.22028374,40.07476147,49.01265953,75.5711809,68.28631111,76.41707271,37.50023377,63.65576358,67.57926771
0.02,38.54528795,76.4133142,66.84885239,72.32512887,73.10615262,41.541445,35.94250377,67.61596581,69.42565774,75.75520404,68.39259466,42.53350425,77.14659034,60.86265392,39.65654192,58.53120713,65.6096011,50.23416287,74.80831064,73.67254576,65.07115334,43.5263891,54.76411691,34.94959471,69.1927756,58.4979284,62.43318453,63.13701543,58.70780152,81.59183203,45.06183621,40.13116865,67.15313631,72.95591646,75.27216928,68.5997318,61.78210302,66.98422262,60.64840587,58.75658457,47.83122349,66.05865519,66.94994419,73.16166636,61.22153391,27.76422911,77.88406207,81.5677151
0.021,49.958381,62.48504343,64.72936131,58.34864119,70.50709423,51.92430071,51.72806767,41.16841558,60.62119677,51.18498941,53.6769062,53.77795476,68.38747063,61.40451098,53.31520048,46.60867743,56.29968065,67.46396538,68.38048755,71.3971369,67.53202535,41.92983868,60.96535336,67.0054207,74.42167854,74.71023671,67.30733601,72.12011379,79.08249332,78.8796695,68.3095149,36.71972403,74.88161196,72.39744477,67.98393257,65.03096199,70.57380374,68.65815122,56.86591143,65.41623587,53.06421401,57.32872364,55.90172592,68.54337458,76.60462856,37.77314865,72.69483916,65.23414623
0.022,47.69252616,54.61025753,60.57154334,71.04774245,71.20415084,67.63251634,57.86358581,44.60283014,56.90605739,55.89933082,67.72508001,79.26568169,69.44398464,59.21726389,39.9014418,57.50480983,69.86333114,60.69437223,57.02011212,55.48381699,56.68023276,41.19455667,65.1574543,38.83090463,69.99966784,68.28844068,71.05543368,52.0005206,63.85279802,68.11305165,45.59523707,41.88251672,61.26156316,52.11176699,56.84375727,70.70385175,50.28290724,55.20391499,61.49791503,68.76133652,49.01322953,57.22026265,57.83792523,63.74730724,77.72410687,34.10001894,76.53938385,68.09240192
0.023,30.16930266,70.87999403,68.99204644,72.57956191,68.14069869,57.17015806,39.73627901,40.44248899,49.41884905,58.25630809,55.83613568,42.27645383,67.30472011,37.17874182,60.57307674,69.81868067,59.67493644,64.30823249,56.11996306,70.47608155,69.23925255,49.54392854,70.48159175,48.00704047,68.02705935,63.03831326,59.75350611,72.06410313,62.24107458,80.12988405,44.68085233,42.22231612,60.51419438,49.51178183,72.22594506,70.03288965,57.89609745,73.71321156,51.60115834,52.7775615,47.86110716,50.77752283,71.2582474,65.52940348,61.34526729,53.21372536,49.94699675,59.45963474
0.024,42.74136071,67.62660975,70.86831083,87.03238027,60.9944558,70.69314714,40.50129886,53.42489455,65.76320638,51.65613179,67.20672263,51.34983365,64.42925176,65.28128256,62.76288119,56.57523893,46.53337845,85.58359163,53.3498273,53.51768073,79.90508382,38.3197737,56.93654496,44.0165305,56.82669242,69.36932715,64.14822016,80.8502579,62.62392629,63.00675827,50.67807548,43.57717876,67.76469547,60.48160688,47.55090279,65.37369138,64.58651804,59.36213894,47.58942112,53.50247816,48.11854878,56.89589777,70.69215068,73.30150129,56.85315927,42.59306373,72.19378182,71.6601014
0.025,52.15351918,71.46008489,66.72508194,60.74709591,54.1105113,68.81994128,23.2201376,36.97606739,50.15222184,57.83119277,59.94614897,56.03500828,86.94713343,53.06816889,51.68109474,69.32957323,58.78921745,75.89986295,72.64308261,74.93010902,60.82164239,35.38251362,67.8214083,43.89583924,64.14320348,72.38500016,72.60534045,57.30632197,69.30989387,51.32843761,59.26318495,39.73797131,67.12434468,43.08338618,75.12267604,75.86112444,50.90879374,64.83393876,52.98537827,63.95707731,38.05163277,49.31500251,66.81028431,79.16807839,54.76151834,50.0647616,63.79881741,78.24101012
0.026,48.42746492,68.95150676,67.97134001,76.22882317,76.28126596,57.94932393,43.47825797,50.53740843,61.39155718,61.33179377,65.99376057,53.43241341,85.10249054,66.36344355,52.71161911,62.63975273,58.00694464,58.55602609,67.02749546,55.76848612,64.91475448,31.32117437,68.34137779,34.10762711,57.01420976,51.79059404,72.27020108,78.78981155,80.96811014,67.76762887,59.9165095,47.13151376,67.82814101,50.33240036,73.61383944,72.17376893,60.49838823,62.83790357,49.23263042,60.4689338,46.91393569,58.51625322,62.10794741,70.70276675,57.06041575,44.30865374,57.92110699,70.64041688
0.027,39.74590373,75.04506011,64.7121542,67.81697594,59.08209361,62.2837219,46.4542141,45.68046555,58.8475532,63.9145922,58.71381116,60.17154396,69.16612135,44.58220711,64.67163781,76.59856696,43.00241631,45.72928514,55.97957808,72.68654071,75.58214468,32.70745571,53.1269605,35.79166541,73.92937804,69.55810664,86.92244451,59.20076659,63.4462457,70.46411661,56.62050764,47.79928264,53.9954514,64.74298504,68.2559028,73.10334556,53.3449365,53.74123328,55.8850975,55.11397452,50.79667786,49.95198943,64.2509294,62.52255577,72.24054899,46.98112518,61.69708502,67.01161714
0.028,55.60714703,72.02401751,68.60819064,69.3788811,57.31039744,54.44658864,41.70527655,52.65434218,59.82995177,69.70945507,71.82067189,50.56360863,64.19056429,59.19312897,55.8128563,66.68784687,66.86840944,68.51762194,68.97197717,67.27658627,55.84088582,50.87256056,68.47401974,44.7639862,67.08620497,65.79503517,66.56424038,70.53435431,62.42280057,67.25789678,52.62343967,49.3451143,69.25019323,45.69028718,72.62029987,69.31958895,57.47114121,60.3627179,42.27243358,52.90309194,50.84329009,40.17900363,59.8627156,70.54111346,57.20215271,34.82412072,64.06203699,64.25438732
0.029,31.18451787,67.96748172,63.76187734,73.51728275,74.54425452,65.28934937,34.66164493,49.11744679,70.8397207,65.6360928,40.47149321,72.2510575,55.61003058,62.26240285,55.76904042,76.30632483,70.1166731,65.20601332,66.83635541,69.71464525,63.22661178,39.83519257,62.07137312,27.14210191,73.74293359,52.43573681,71.36078248,70.70824226,87.66294885,58.1722488,49.14493127,39.56631709,67.03790194,50.78490557,61.26319464,72.0247553,64.91273433,71.10786746,46.19800777,51.92335418,55.00253926,56.49052309,55.68223213,69.32528813,65.01734656,30.1242437,66.30632957,52.51770345
0.03,48.11463852,82.53199255,58.10730762,57.37427759,62.42776976,59.09033957,34.93205776,66.02593636,70.54621924,59.82137283,62.59767651,56.96520882,62.17712404,64.13348035,62.49617269,64.46351643,41.29809373,64.41738728,61.37630368,66.70343497,72.01028992,45.98243816,60.38710325,41.37832687,63.53949267,72.60250663,65.02316301,68.61321018,58.23810732,69.30868391,39.91806611,47.75746887,69.41110785,52.65430265,64.46010161,49.22012271,52.63643127,67.07216392,53.08797361,59.69727405,41.0593622,46.27836266,54.36152348,54.65841148,62.06303077,53.72735209,64.85175152,68.06525639
0.031,49.25585677,82.50688379,62.36142215,64.26682869,56.23494696,52.61932407,44.11516236,52.48380713,70.43245577,64.79960391,43.8760708,45.04051731,52.60235329,59.85211737,64.2811161,77.11151425,66.2548973,53.44077013,50.38210495,56.37410214,65.2345097,25.74070151,65.37052044,50.05180368,65.60965397,57.90139653,49.3166991,82.00298873,74.73874555,62.48204864,56.25722125,33.56489987,73.51529529,61.0439295,60.27742703,74.82303422,69.52092439,64.79905213,47.01772658,59.46436791,38.62258546,56.43481677,69.60758928,74.15954722,76.61404072,34.22773874,61.5691321,76.69128058
0.032,48.7433673,64.90076176,79.06308526,64.79347272,72.60914548,62.68605061,49.33396044,44.90654925,57.4881081,66.30763605,48.23529358,49.42835579,56.56954384,60.85486592,52.43192086,81.76734922,49.18331282,57.93448859,56.25592955,68.51153276,55.14404751,46.19639936,64.38130607,38.95465236,66.65896596,46.53981903,52.47592819,68.52981595,67.27850239,71.01990649,53.02270938,40.66858959,70.06001012,55.41759827,73.76458132,67.8396912,54.61581514,69.11544442,50.2443161,64.55718139,36.6115458,42.31710245,58.26518874,87.02336743,74.84500755,36.91464665,59.29941233,72.80825797
0.033,53.74624891,56.29025293,69.72665801,51.73432558,66.8052877,63.78983658,31.23090503,45.69352781,60.97323929,67.91749743,58.97580686,46.24562806,66.6051092,51.83825522,44.79996092,68.48701592,41.34044456,70.19140076,62.10282237,71.19175608,71.43960133,35.85230921,62.72205611,47.02216841,70.84943925,52.80488201,66.11474553,77.33793685,76.56296461,49.46312814,56.83361048,47.51047952,70.81982018,66.66307726,65.03615652,76.11489129,70.03511872,51.94447236,35.44913443,60.46932318,57.77587347,40.40970714,58.79879453,67.32663893,63.10587244,47.67812923,75.88734595,73.73182063
0.034,37.05643057,67.8252123,54.43758134,58.35262853,73.62324187,60.50512194,45.9969169,43.13114175,52.89150316,47.69181061,58.29982113,41.99039378,72.00194723,65.56497552,53.46473891,74.90075456,63.54927083,60.43240607,66.06284612,67.46939114,72.48236125,34.79171131,61.1916713,33.76782063,73.81137293,81.46403877,73.33828638,70.04848416,61.39019298,72.75544539,57.45325282,35.65230993,75.35178574,68.30655,67.18445912,80.03540494,71.23131043,63.11144112,46.95977635,64.83449915,54.22633007,51.06562345,61.33206505,79.87577058,63.90293523,58.70974554,45.31312126,69.55254646
0.035,38.92932238,68.03023377,61.60246443,47.65271721,55.92485822,61.89181982,49.32441429,43.63369753,63.47625516,59.88544738,40.23681105,65.61678827,85.66473686,45.51396412,53.27054508,63.93143596,53.57323744,72.28134198,57.86155195,61.99038901,69.7558754,41.36069313,62.44241785,40.75627005,73.2779748,67.25595267,76.07853795,52.71036657,76.696141,59.74223931,52.62028235,45.58358421,75.6056187,53.87038179,66.72694192,67.20356235,55.99612741,65.82979414,54.07870951,58.46400411,48.29057649,57.38287885,62.62832427,74.58266826,65.94749903,59.93053599,64.50769678,67.01793418
0.036,40.5074572,69.41700518,44.32053766,56.35009974,80.41743287,49.59590007,49.45767798,48.00995653,52.51476661,63.90310758,42.92025596,42.58734075,78.7746513,51.42882404,46.03663313,65.47050495,57.27000369,69.63240183,51.449281,75.34157848,70.76166801,39.92692584,61.44101822,54.50044502,51.83585602,69.01675302,52.96802105,74.95109338,70.69667884,61.32472066,48.35525058,29.91291134,71.97185947,62.88003386,70.96691694,68.05974311,61.64212911,48.95675492,50.93684232,54.9964236,46.00755608,58.07165173,72.42441614,79.4003998,72.64724698,47.40545077,68.44750056,70.03204854
0.037,38.70337073,67.23277088,66.5879195,72.34019788,71.93367165,74.54319661,37.54066798,39.15949418,62.76074326,66.33321109,62.80717241,53.11826088,77.49175265,52.78809785,38.62478605,73.53157693,57.54628283,68.90775413,57.45182565,54.89245744,58.34249727,50.17111267,74.49221436,50.37927588,77.59479855,56.20730617,74.21431699,73.39123419,66.03400295,61.87350714,48.26669454,41.15786529,77.81304823,58.38291174,65.01130572,61.2685056,60.15098292,73.13643444,44.91175117,75.82232725,58.85777833,63.5860039,57.68712748,67.58052861,54.49434917,55.65763866,63.63367709,57.10818341
0.038,48.47738067,66.00479,70.50259568,79.04076525,61.15351897,72.35644609,46.98431133,50.40443477,69.45375299,72.89617738,51.30669268,56.35053512,76.27781643,62.8290843,47.72470956,79.31020329,56.77253132,60.59733764,65.50632238,69.45036444,60.4384531,43.85909684,68.73680313,41.04223506,73.5899668,68.12320113,68.74124909,69.35392053,61.73564632,75.72486114,53.40595811,29.67966832,78.78319159,52.10948992,51.7606344,65.11088386,51.99268011,53.72361204,51.56436989,70.38145336,48.79773294,67.75933991,59.61087348,61.90191553,71.02854274,40.69563701,71.85332651,56.12556178
0.039,25.81325729,63.41542958,63.06569774,65.37976414,72.60889336,51.51837494,50.6953144,51.0596806,60.57274139,57.30714326,37.95752684,65.62185599,70.84224746,57.9287023,51.39520297,55.88105238,54.24710606,58.11461468,68.48021499,67.4416414,59.4863241,51.78470108,66.11763209,53.36146953,73.74242263,69.67228114,49.35572373,70.61335657,59.92687745,58.42796518,51.23253655,48.27269139,52.87964826,45.21880988,52.01432861,57.97477575,66.5528388,59.24122731,39.86865472,48.77648036,34.59192721,51.30472504,62.45514557,66.72711604,70.6274613,60.1645089,70.54426892,74.86981561
0.04,53.72401747,68.80211194,60.5315782,50.84006813,69.71221756,72.91050515,42.34187216,41.74405025,62.85492725,68.1702682,50.3193186,69.23646157,63.02480709,51.6312377,59.85744919,78.35176162,55.23613858,71.69787659,67.64629825,69.40813768,63.64106715,39.17721159,59.38798207,50.83034444,43.67458465,53.962889,70.07570208,84.83224483,69.36277221,66.85025161,52.87847997,30.90488026,71.56270523,49.83117338,67.25464645,76.72436102,60.11264673,56.13907054,58.81249894,54.85387472,55.08432041,50.46719824,66.17925846,71.09932867,56.07933928,35.9851828,47.2956932,66.24839616
0.041,40.82209195,63.72379717,64.18652469,66.90088277,53.80394744,70.05974984,40.68921089,41.7120153,46.76542309,68.59277662,46.99099736,57.63530436,70.48491421,66.75825106,58.71764484,80.42397239,62.52604352,54.88470588,57.52696237,71.27562434,80.26367093,29.26661535,64.0319475,40.6994895,66.84126468,62.88564339,67.94494445,62.91860182,78.87201686,69.16322374,52.00585683,48.63123582,74.32459884,52.80044656,45.234684,60.58685961,58.58402418,43.81987349,47.83341123,72.37440532,55.95954249,45.24491224,60.3428346,63.22387719,49.31078593,33.02691046,67.43969795,52.29171852
0.042,40.11783896,67.60447274,56.22445868,63.36474219,69.99146856,69.65500211,38.16413151,61.51472313,62.67036874,51.24767206,69.78381709,69.39266539,76.94283549,44.02288026,54.90866961,68.37082615,62.24898349,55.49361435,67.40290598,64.7565372,63.36875646,46.39492821,63.06877258,37.29834418,72.18152547,56.29319885,62.96240692,43.7742016,77.57299983,60.68080433,46.50784727,30.52033319,81.03585092,54.93077607,69.42383022,60.2997546,58.94915032,65.98864332,50.04558098,63.82215841,33.96236228,53.01295884,57.71124874,59.81183042,71.15593815,54.71587748,53.69570354,61.86371108
0.043,59.93831166,70.81875139,67.38583907,58.79565674,75.39461256,49.100218,49.86487752,46.50624333,61.55786281,73.38901297,61.50428959,45.69971372,59.40590302,64.09740979,42.78618808,75.42903117,48.3025316,52.68228002,35.1268523,72.75671801,71.93903748,24.65336192,62.65049716,45.57773412,71.01740607,73.07164668,68.80487482,72.41446718,72.38297474,77.39945004,53.90126666,44.39002668,67.84168242,62.80957904,58.17173475,67.91061839,57.46322022,67.21656937,38.35169592,50.39217205,46.36420604,60.53735331,57.18680639,56.84070085,58.02114185,37.5183135,57.66426089,71.41302558
0.044,46.5703888,67.28645654,60.0663321,48.53358703,64.02737072,72.34876705,45.59677689,49.03563369,40.91209319,61.00182803,55.41222385,61.23189608,73.84384645,42.74730147,60.38482027,73.43102916,61.89265417,61.58484351,74.15384942,78.59216142,76.02492337,41.09527788,50.48987531,43.84944362,62.48492824,62.76565859,59.35822437,71.95299434,83.96915617,60.69576796,62.28951381,42.05962743,77.09788104,66.03900064,52.87688787,61.04682192,66.88320879,51.1281169,53.18468831,65.36760577,55.67447827,54.78384137,56.00509878,58.83461884,73.42400905,52.53606497,60.64082703,92.25169827
0.045,28.58407838,73.35487667,74.36431301,58.57811303,81.76849212,71.17465653,47.4794849,45.0730934,56.74494195,51.91091277,57.49126944,41.09044425,72.08248979,70.16028525,45.21552756,63.04743554,53.98261248,61.71465385,67.89461242,54.08085848,64.54209325,54.64498468,63.86553942,36.92355444,54.83156015,55.89418844,68.89791803,69.54863183,53.73307691,66.90816071,48.95054485,40.91217545,66.59211771,63.31061188,64.41290969,68.84276557,57.09121542,65.6144072,44.88429681,63.39388108,49.94207551,51.03513233,50.46877686,75.42772032,61.91873412,31.13641182,51.79928093,52.07981939
0.046,40.16239285,71.56220015,73.77120752,51.18716028,73.05879185,68.83883347,34.54412785,57.66411048,46.88472017,70.76617617,63.75289482,58.84620604,66.75075181,62.28636224,57.40535058,65.5848889,58.03899864,62.67701547,65.67042352,66.44639168,63.48759827,46.747613,65.83625663,30.59854504,66.72422885,56.54716081,66.71368565,61.46354735,74.9711021,62.93720818,48.9592991,51.6157654,70.96317619,53.48603297,59.36032889,73.83839899,54.44877275,56.62068738,39.56267828,89.12383183,51.29775739,60.35551758,46.92612974,76.30997357,65.58753145,33.58580838,55.44808762,64.56464767
