Time,U1,U2,U3,U4,U5,U6,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,m27,m28,m29,m30
0.01,-1.112819092,-1.904101331,-0.798536977,-0.429663354,0.467139226,0.391505787,-0.486898972,-0.613276998,1.613332332,-0.085576989,0.188540568,-0.565725508,0.217413194,0.473786067,0.760918838,-0.41813032,-0.390308839,0.270967885,0.038432497,-0.191951393,1.028967939,-0.772072585,-1.945395828,-0.078572352,0.11773859,0.135134053,0.159573606,0.266411025,-0.52972374,0.84261888,-0.370610513,-0.672639366,-0.127083392,-0.071981259,-0.79286494,-0.46251778,-0.87978778,-0.23787115,-1.636892466,0.816205026,-1.007958033,-0.557146804,0.848698186,-0.171855538,0.516973823,-1.195957587,-0.135615948,0.031253977
0.011,-0.194131445,-0.193535599,0.511952697,-0.280979882,-1.29878733,-0.934007686,-0.31804659,-0.087756658,0.955403276,-1.041178375,1.140086656,0.705468638,-0.38817004,1.107363218,1.527838303,-1.057553533,0.543057372,-0.79920605,-0.528970345,-0.492783417,0.313864978,0.019658175,1.668736801,-0.587621678,-0.15355989,-0.392135649,0.190566774,0.266188033,0.319333812,-1.157681674,-0.419718366,-0.606763283,0.261226856,-0.940343448,0.815300452,0.526878311,-0.196515374,0.794626024,0.463751487,-0.136844143,0.402462825,-0.373114702,-0.264519941,0.374852204,-0.646382394,0.200934468,0.057138939,1.823309464
0.012,-0.89304854,-0.140237932,0.677137066,-0.651436701,0.074588834,-0.199165811,-0.903160504,0.195755112,0.792026741,0.536227786,0.171789535,0.58642837,0.654722046,-0.201576256,-0.125993777,0.082412806,0.167578601,0.909425871,1.030282311,-0.703196058,-0.291969694,0.124740518,-0.560026498,-0.416304745,-0.860890304,1.352063433,-0.391266119,-0.187818645,-0.392052648,-0.123668769,-1.595520517,-0.079251871,0.866334646,0.546889993,0.22116135,-0.070230678,-0.779147981,0.226486552,0.01214484,-0.359863717,0.034919622,0.144703258,-0.45120752,0.180727681,-0.31431742,-0.044623847,-0.439729519,-0.573039937
0.013,-0.066881357,-0.435876879,0.512289815,-0.506016821,-0.404209637,-0.590026273,0.614052868,0.202664522,-0.150246838,-0.525510808,0.167456705,0.824734139,-0.383135649,-0.365122061,0.14095609,-1.077621085,0.354874924,0.301979575,0.402148134,-1.129600102,-0.485840142,-0.863895059,-0.211607306,0.006396907,-0.644740015,-1.305412678,-0.350042252,0.388447188,0.480312674,0.498685057,-0.353170603,-1.110589624,-0.575546807,0.556077575,-0.113272096,-1.279073108,0.77291036,-0.449783407,1.224366199,0.804958915,0.116254379,-0.158842744,-1.027546384,-1.285263865,0.472047158,-0.280164257,0.724451109,0.121561411
0.014,-0.11991949,-0.435722766,-0.36351166,1.758639609,0.198408455,0.267462285,0.39685128,-0.573532082,0.114503127,-0.493902827,1.855618912,-0.851087689,0.512508448,-0.096206734,-0.242776692,1.91477367,-1.40288732,-0.188841128,0.710632266,-1.963187948,-0.742174327,0.544969666,-0.797946009,0.877177041,-1.010786246,0.88975949,-0.497156193,-0.718647388,-0.704968628,-0.12244859,-0.286551153,0.536345651,1.314177004,1.012866626,0.076512149,-2.005833432,1.326602714,0.224822778,1.48560267,1.66031666,0.17894629,-0.989782467,1.038733315,1.944979083,0.177390437,0.580739258,-0.413104257,0.888883339
0.015,-1.065217422,-0.881394091,0.103946583,0.350861062,0.805060182,0.304109296,-1.722106208,0.445102263,0.979529871,-0.134241003,0.95370733,-0.529587232,-1.161398319,0.896060433,-0.320197854,0.879649746,0.361324333,0.928617284,-0.201674325,0.342451817,-0.316275645,-0.313016298,0.094521511,-0.309683767,-0.18843321,-1.12085369,0.301036198,0.019078137,-1.991044364,-0.717294515,0.764890227,1.105693576,0.474938308,-0.626393157,0.690609769,0.492875118,-0.212836938,0.472454182,0.092330254,0.648331472,0.59652321,0.357109616,0.314974641,-0.559370773,0.173480236,-0.452034146,-0.159672461,0.59917942
0.016,-0.023396103,0.638392298,-0.524896496,0.127680445,-0.065548064,-0.102397869,1.391682419,0.604696321,-0.788470717,-0.325138129,-0.671376972,0.115014953,0.296218769,1.221976179,0.555640501,-0.676150534,-1.132594245,0.353326649,0.203633051,0.304206919,-0.067719806,-0.532420884,-0.869269382,0.56168497,-0.52258723,0.586904073,0.659702095,0.709029229,-0.111507396,-0.150186978,0.006675222,1.000792899,-0.648339841,-0.442356496,0.110353742,1.235676753,-0.123412613,0.188200576,-0.281050574,-0.023020992,-0.090821579,1.03739073,1.076509467,0.689023935,-1.129357057,-0.285709553,-0.798947783,0.286840043
0.017,0.399641867,-0.560644914,-0.388770129,0.412509933,0.39546753,0.94660976,0.714761167,0.061415757,0.308518936,-0.853901899,0.388214602,0.456695461,-0.477868104,-0.906310865,-0.702155968,0.179878486,0.219237705,-0.524695678,0.121089248,-0.90761271,-0.234166743,0.316062199,0.233296255,0.574401929,0.106766793,0.682179713,-0.760116434,-0.921207336,0.31329468,-0.894489035,0.441265681,-1.070516333,0.380551926,0.976099817,0.695627338,1.594389581,-0.546453546,-0.815918391,0.938803222,-0.729849865,-0.937579312,-0.655342138,0.936256664,-0.060626246,0.696744458,-0.624574665,0.569471275,0.434596805
0.018,1.117124204,0.754679525,0.542139568,0.630655897,-0.79996854,-0.031250361,-0.089795228,-0.626017261,-0.503166673,0.626519212,-0.211438344,-0.727816544,-0.121219063,-1.817577109,-0.7427713,0.258395465,0.403750473,0.394319005,0.318028857,-1.367423054,-0.778007095,0.236596893,0.588749473,0.586808348,0.734280029,0.084104297,0.191292209,-0.306690757,-0.412823983,0.492305849,0.279049414,-0.181581894,0.031252876,-0.364521838,0.493814838,-0.307124887,0.19712639,1.322745678,-1.109616798,-0.162500208,-0.085121756,0.745352176,0.343378487,-0.953772987,1.200504642,0.681573251,0.602094361,-0.696946052
0.019,0.139672349,-1.085129485,0.186110606,0.293921848,0.605168806,0.374046319,0.213341664,0.745542086,-0.985639758,-0.374811873,-0.806769537,0.249196841,0.902461984,0.075396556,-0.387797584,0.649891093,0.543279857,-1.605506146,0.545731605,0.860480285,0.326580135,-0.435872778,0.075238437,-0.889271422,-0.069320261,0.335298763,-1.035411279,-0.861812661,0.462619661,0.263550274,0.3010076,0.96866202,-0.554520167,-0.841818132,-0.121799389,0.402259805,0.910351544,0.4633536,-0.36609828,0.17744801,-0.344478838,0.387894775,-0.807490265,-1.05835315,-0.759750927,-0.203385267,-0.560932489,1.431328721
0.02,-0.859715806,0.204558889,-0.113548846,0.212641992,0.990066835,-0.103483079,0.701251677,0.933898224,-0.657203876,0.912135634,0.096313557,-0.056506107,-0.689968565,-0.469085535,0.318577346,0.941996364,0.35156251,-0.410045679,0.207523783,1.480351294,1.14750045,-0.337676013,-0.404230304,-0.595448895,-0.113848518,-0.607181686,-1.274216037,-0.308041073,0.577760855,-0.975627491,0.631827642,0.109463516,-0.449809857,-0.414514474,-0.048331279,0.65327437,0.750496037,0.064579596,0.6902694,-0.535762383,0.468718621,-0.116603324,-0.179399077,0.179668528,0.291769418,0.290060924,1.012197828,-1.183553927
0.021,1.493906023,-0.072098831,-0.332709836,-1.194350481,0.465893007,1.127639238,0.402173105,-0.341848867,0.101472178,-1.526842998,0.691063331,0.723454715,0.183062361,-0.131430989,-0.628980802,0.862053667,-0.518350744,-0.026965363,0.620933005,1.255873952,0.407654937,-0.778857416,0.846934601,-1.0495766,-0.155971413,-0.053518861,0.12497837,0.15810602,-0.809602992,-0.007425017,-0.330452998,0.068797521,0.319288216,-0.439872148,0.322155048,-0.940965192,-0.799422088,0.086453573,0.590468181,-0.109977945,-1.463704655,0.034588447,0.208372132,-0.214348261,0.564533143,0.50825374,-0.409668778,-1.409877764
0.022,0.368235907,-0.133401927,0.166961735,0.659802954,0.700318911,0.944905044,0.203942021,-1.823637034,-0.470913854,0.039273678,0.981132805,0.046313624,0.76346623,1.330619118,0.564421847,0.911670655,1.166922199,-0.60739964,0.291357071,1.142792041,0.889067166,-0.334559488,-0.083835834,-0.308966946,0.076099538,0.032762828,-0.180652474,-0.484645158,-0.381551103,1.209005449,0.127262412,0.200636904,-0.113450896,0.456381075,0.630535029,-0.571296713,-0.533805717,0.79733803,-0.567045306,0.728029499,-0.086413351,0.363262423,-0.103552865,0.364440194,-0.323873669,-0.022213376,0.89110538,1.065551778
0.023,-0.767757197,-0.788363404,0.547160572,0.27521508,-0.27512134,1.04876373,0.504817466,-0.397394348,0.18484409,0.419711943,-0.024645402,0.208266243,0.401568647,0.574858122,-0.140768513,-0.410960218,-0.319832608,-0.033363561,0.153347963,-0.027989051,-1.042838393,0.121409668,-0.035704315,0.616432672,0.023456277,-0.545079968,-0.200052187,-0.782207024,-1.124905099,-0.246083918,0.479934388,-0.012660887,0.973077587,-0.572518626,-0.141454176,-0.378939511,-1.209019807,-0.560736832,-0.206475428,0.936049119,0.215602653,-0.693763914,0.370508469,0.956957316,0.211347021,0.161299445,-0.558125281,0.004914627
0.024,0.510968779,0.10891975,-0.444749613,-1.879545802,-1.751336877,-0.420293389,-0.68956604,0.003870407,-0.580988637,-0.715836411,0.583075638,0.250377214,-0.841761383,0.005806051,-0.380896172,-0.349395681,-0.061601546,0.659601151,-0.022343366,0.030179817,-0.185444606,0.005391392,0.205761116,1.068107334,-0.508366804,0.290359372,1.246286441,0.506475255,0.838579627,-0.564338645,-0.329946803,-0.335808748,-1.448294708,-0.414218597,-1.457681648,2.003804091,1.094086836,-0.362523901,0.158551626,0.151755118,-0.312861236,-0.598884347,0.862989636,-0.844946722,0.136094797,-0.026360621,1.203853081,1.2379293
0.025,0.716475892,0.204492514,-0.25179684,-0.349678523,-0.39703334,-0.503853658,0.825772064,-0.536254484,-0.986016365,0.921499581,-0.190198926,-0.510478516,0.747358755,-1.585976743,-0.316561209,0.201982974,-0.346199475,-0.64144545,-0.100991007,0.353082784,-1.119961647,-0.386682062,-0.716551868,1.056659374,-0.077100053,-0.280220031,-0.788484549,-0.198787625,0.866003977,-0.069522338,-0.109249374,-0.602256447,0.370316991,-0.676916425,0.564943987,-0.087860643,0.873599206,1.175733524,0.593273521,-1.29937794,0.425262887,-0.608313601,-0.782277147,0.47135285,0.334588846,-2.047910486,0.450731198,0.745307537
0.026,0.504840786,-0.37692246,-0.876709414,0.658215712,-0.885927872,-1.457597184,0.274107728,-0.363850947,0.641540298,-0.249561174,0.464422688,-0.932515532,-0.480434981,-0.493921097,0.089335723,-0.341715212,-0.137958308,-0.80814734,0.228523175,-0.804133931,0.337197835,1.094216831,-0.46555208,1.550643954,-0.767045313,-1.544075845,-0.075751589,0.218540162,-1.288594726,0.076995401,0.36937543,1.353438873,0.070958682,-0.286022664,0.419567172,1.388703418,-0.983583015,0.426969109,-0.117269515,0.326787523,0.767953126,0.256979494,0.014932215,1.088933011,0.161425589,-0.09752589,0.858320095,0.231934799
0.027,0.301438881,-0.169570676,-0.334554739,-0.517037101,-1.332320656,0.2035337,0.076772967,0.035187268,-0.678770908,-0.18287368,-0.285071353,-1.034934448,-0.14907344,0.233832091,-0.123366972,0.150091588,-0.080581368,0.679130138,-0.107607389,0.775013354,-0.528405105,-0.939176147,-1.323493986,-0.496692586,-1.27753384,-0.496822654,0.563753274,1.37514166,-0.9271968,0.061998288,-0.220552375,-0.495181513,1.449974242,-0.160718576,-1.511225794,-0.457627476,-0.658109513,0.096374195,0.129899151,-0.850152271,-0.623519574,-1.413066733,-0.174545974,0.083902703,-1.349571544,-1.455742942,-0.410432214,0.674948646
0.028,-0.878021516,-1.871129019,0.759841825,0.970295079,0.737730304,1.165421225,0.000871855,-0.010996358,-0.341387381,1.117884806,0.571991464,-0.295918776,1.24072017,-0.298208572,1.089748492,-0.088420803,0.50651242,0.923817177,-0.094008418,0.40685685,0.763613806,0.536422564,-0.487067263,0.081101395,0.560765776,-0.578370655,-0.737433165,-0.496478478,-0.749005616,-0.351474551,-1.635399573,0.063105697,0.117418098,-0.097605257,0.036734684,-0.550186753,-0.659759333,0.14652511,-0.824766754,-0.271577195,-1.037315143,-0.181481846,0.819522836,-0.134015175,-0.892235441,0.856780165,0.149351981,0.324062649
0.029,1.058675786,1.066845977,0.550042103,-0.654563328,-0.949271692,-0.137952361,0.552772676,-0.148913822,-1.065091835,-1.421239262,-1.436495094,-0.003757063,-1.793643953,0.546694052,0.521700944,0.454306088,0.400624693,-0.017576757,-0.250605738,-0.804475687,0.364525467,0.979174917,0.492968323,1.047980352,-0.333391824,0.43102795,-0.655436835,0.029452605,-0.127202527,2.084969798,-1.48227113,0.549069479,0.158677478,0.072081212,-1.008241624,-0.413837322,-1.58820231,0.48661669,1.800988135,0.357597713,0.472708158,-0.573481779,0.329349283,-0.531718147,1.248845779,0.107008376,-1.539021039,-1.343904918
0.03,-0.631928292,-0.136345536,-1.476766044,0.840970347,-0.21131599,0.247573497,1.68666122,0.403029773,0.58092927,-0.490468271,0.381936151,-0.570464145,-0.350465256,-0.003368256,-0.213677744,-0.405624308,-0.935293381,0.130287592,-0.512697093,-0.233914059,0.911349032,1.184856066,-0.712186397,0.002505238,0.011546853,0.532283842,-0.510836586,-0.545683807,-0.180414552,0.009319425,-0.02060686,-0.364643643,0.234522213,0.733438056,0.039728821,-0.995472345,0.593483299,-0.614393832,0.871900831,-0.211256909,-1.227915445,0.008498726,1.154801217,1.051399859,0.433886529,-1.23304348,0.197164055,0.026804848
0.031,-0.681920365,-0.676662066,1.048025319,0.282626985,0.218913018,0.366965769,0.276710231,0.351277976,0.797083553,0.581440801,-0.070642064,-0.071267488,0.556360526,-0.688774578,0.707791341,-0.341122158,-1.652959602,-0.622340319,-0.443661195,0.589454065,-1.721195659,-0.138145522,-1.673661966,0.128768127,0.597895295,0.79269072,-0.090208561,-0.218430982,1.57416334,-0.578511267,-0.376526241,-0.37159986,-0.270239581,0.097710863,0.284234914,-0.983147254,-0.803072496,-0.137319324,0.201434586,-0.903308792,-0.436788994,0.646776101,-0.605446237,0.551818905,1.312794227,0.4785642,-0.608886899,0.845012752
0.032,-0.708674173,-0.112100518,0.643968115,0.889105106,0.621592698,0.199080529,1.037482467,-0.932766526,0.436059435,0.829560551,0.937750448,0.213928298,-1.463065743,1.041431944,-0.791708845,0.248499341,-0.427694043,-0.266288448,0.029115864,-0.270022431,0.893108864,0.008890065,0.472770742,0.02874098,-1.283288655,-0.199069961,-0.807500591,-0.332020712,-0.195047755,-0.07918949,-0.381997375,-0.777082179,-0.891869923,0.55103,-1.987184461,0.39958877,0.227931263,1.069941323,-0.054615748,0.462388763,-0.369507244,-0.083532064,0.920489239,-0.300087197,0.113830418,0.082450662,-0.935167162,-0.404624184
0.033,-0.759587238,-0.785356642,-1.333012295,0.063312323,-0.144365552,1.058700581,0.89708381,-1.371777731,-1.042516397,-0.262182569,0.071912529,-0.710112629,0.502032553,-0.231246342,-0.286347627,-0.214617114,-0.381868779,0.639193365,0.154886248,-0.160250546,0.00743113,0.79294048,0.275325297,-0.797988629,0.335164245,-0.418983765,0.550121663,0.206448312,-0.828407977,0.186030186,0.042332033,-0.145576038,-0.751144075,-0.254812934,-0.051696024,1.337953987,-0.764346399,-0.314935029,0.39348571,1.361361443,-0.537950071,0.309839159,0.659766777,-0.842879311,-0.418783561,0.988753012,-0.560177111,0.368148621
0.034,-0.300498187,-0.406217422,1.710060069,-0.221205311,-0.464277597,0.084973483,-0.095162675,-0.047405029,0.293573899,0.168799255,-1.631695088,0.540991347,0.981353037,0.143237547,-0.143310118,1.011057006,0.153968556,-0.204883229,0.430410374,-0.006140896,0.059216699,-0.518758887,0.21095695,0.296917967,-0.985917816,-0.406288486,0.417943432,0.022157968,0.658409261,0.325388116,0.178881893,0.408998331,-0.62980005,-0.111442825,1.224745428,0.085396388,0.095878282,-0.980592985,-0.398812982,-0.262348601,0.366845581,-0.005117289,0.774951945,0.516158468,1.269419312,0.413602772,1.177103591,0.002857948
0.035,-0.648082568,0.785315924,1.005634695,-0.408005625,-0.743146866,0.569498794,-0.613463216,0.368482343,-0.772905062,0.3279986,0.586273888,0.075666589,0.009137989,0.536416511,-0.442067211,0.664596166,-0.313447098,-0.997214671,0.516712553,-0.038635231,-1.404936147,0.284056394,-0.21447878,-1.025390252,0.191522285,1.300344561,0.627219941,-0.474488536,-0.027443576,0.238532195,0.239577325,0.576147831,-0.082846221,0.537146835,0.68643476,-0.044768159,0.826935928,-0.180361647,-1.393792391,0.206295909,-0.063325631,-1.092982946,-0.672017531,-0.570430982,0.39791626,0.568936309,0.121426137,-0.429126727
0.036,0.670069321,1.35263789,-0.238500338,-0.083736213,0.357013499,1.063254544,0.724162806,0.190008937,0.734098445,1.103272808,-0.458708699,-0.50457277,-0.764376177,0.369132183,0.269439559,0.381215931,-0.609173675,-0.784351325,-1.109051558,-0.822467531,-0.49952542,-0.029983015,0.937680339,0.265274067,-0.469240213,-0.197895367,-0.123909064,-0.502227114,0.216237326,-0.797484804,-1.161773022,0.737459272,-0.147333355,0.549996971,0.143577534,-0.425812232,0.562210252,0.21729368,-0.712359976,-1.278805872,0.165961256,-0.092098006,-0.390207385,-0.029582761,0.646798267,0.579423736,0.11814693,0.490694608
0.037,0.966670909,-0.189486872,0.727555864,0.464494261,-0.726898875,-0.744408427,-1.408810971,-0.617336459,0.63454817,-0.356714178,-0.445316459,0.907511113,0.312523857,-0.051690097,-0.838963131,-0.424047155,-0.161428899,1.039006393,0.218066277,-0.68248867,-0.204679634,-0.692861512,0.342050052,0.198378571,-0.195682363,-0.001246813,-0.236791489,-0.553318085,-0.126571889,0.960467778,1.106367798,0.891295195,1.121211862,0.907469565,-0.237309551,1.159523904,0.164465771,0.328082137,-0.502437052,0.383335583,0.140847318,-0.532129781,0.269395412,0.384013971,0.254550862,-0.36544436,0.286654288,-0.680420252
0.038,0.452094552,-1.092141814,-0.848133479,0.74288057,-0.159403598,1.345667191,0.785611116,-0.608585907,-0.382975795,-0.571143598,0.652883409,0.905611791,0.317592567,-0.422494544,-0.468585209,0.189698864,-0.447701854,-0.185894263,-1.029889259,-1.305225978,0.006777571,-1.540145095,-0.389220053,-0.688288756,-0.139089642,-0.302042227,-0.017681843,-0.458370816,-0.044194535,0.385646133,-0.873666177,0.738901996,0.539298357,0.493308464,-0.72160021,0.85487959,1.06354275,-0.209959791,1.406432336,-0.558544072,1.186451897,-0.257250116,0.171105138,0.788275373,-0.075349535,0.74867424,-0.493975555,0.14208264
0.039,-1.408538926,0.316591475,-0.668484941,-0.793588229,-0.198649225,0.772637129,-0.375274911,0.811649256,0.051688143,1.184970185,-0.433131955,-0.091310141,-0.441463635,-0.311680196,0.666605559,0.320053514,0.002833724,-0.295674489,-0.180855535,0.178343556,-0.715001814,1.020431757,0.795511049,-1.292517417,-0.415840831,0.141749069,-0.788079977,0.784253517,-1.282131255,-0.028922927,-0.525850624,-1.185525331,-0.586948259,0.417269722,-0.62021957,-1.098608704,0.047104493,-0.474195146,-0.823288159,0.428081001,0.53545913,-0.551936334,-0.195029584,-0.774665459,-0.18065385,0.270564816,-0.736860001,0.48549425
0.04,1.394763193,0.249943992,0.172081408,-0.278126417,0.045102815,1.083028856,1.457198292,-0.102460818,-0.003624095,-0.016247511,0.397531118,0.184712872,-0.176543616,-0.914818006,1.133424068,0.460630406,0.455411577,0.109357535,-0.693835833,0.898940233,-0.638162698,0.452649283,-0.433567654,0.962165701,-0.044521941,1.149435638,-1.372376341,-1.349061171,-0.110941196,-0.850219648,-0.122625423,0.064681695,-1.02649551,-0.570429224,0.749238468,-0.145097149,-0.432025482,0.499521858,0.340061451,0.250137869,1.473495852,-0.668442484,-0.238385245,-0.202122949,-0.378999714,-0.570382923,0.441420368,-0.280185262
0.041,0.063880143,0.872326962,0.574014869,-0.913796387,0.449739279,0.937053997,-0.624461515,0.492738734,-1.405571697,-1.308952501,0.630918591,0.568359918,0.531453885,0.820090217,0.338521813,0.215837971,0.041930128,0.232243876,0.131473336,0.242726935,-1.054801923,-0.351982548,1.278890886,-0.234460539,0.870287135,0.089343088,0.725895346,-0.372389932,-1.236496855,0.295936583,0.403631931,0.190653493,0.219806705,-1.047212624,-0.553404993,-0.900090249,0.81009914,0.061859986,-0.847757547,-0.408252281,-1.418952292,-0.019499469,0.918978858,0.054353107,0.152039476,-0.036415242,0.183141365,0.737957052
0.042,-0.243961556,-0.052902066,0.095663624,-0.10519565,-0.723706051,0.201245419,-0.340818328,-1.187592097,1.262343117,-0.320597087,-0.903331457,-0.71222863,-0.768394636,-1.03193493,1.702327791,-0.144415445,1.275890798,0.324392491,1.217165538,-0.627246406,-0.360247781,0.534509157,0.342821151,0.145710821,-0.588192207,-0.812345981,0.471148113,0.612212497,-0.201437388,-0.811308266,0.519494439,0.435028943,0.685680566,-1.290445338,1.496474541,-0.393815843,0.177636636,-0.279727041,0.808636168,0.767708197,-0.821942256,1.028537165,0.076052831,-0.399954418,-0.766596614,0.420248414,-0.939280244,0.84861801
